,judul,tanggal,link
286,[SALAH] BPOM Halangi Vaksin yang akan Diberikan,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 03/11/2020",https://cekfakta.com/focus/5445
287,[SALAH] Petinggi WHO Terpapar Covid-19,"Sumber: 
                     
                        Facebook
 Tanggal publish: 03/11/2020",https://cekfakta.com/focus/5438
288,[SALAH] Pemerintah Berikan Bantuan Internet Gratis Selama Pandemi Covid-19,"Sumber: 
                    whatsapp.com                                             Tanggal publish: 02/11/2020",https://cekfakta.com/focus/5434
289,[SALAH] Memakai Masker Menyebabkan Kanker,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 12/10/2020",https://cekfakta.com/focus/5408
290,[SALAH] Kawasan Johor Baru Malaysia Terdampak Ekonomi Pandemi Covid-19,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 27/10/2020",https://cekfakta.com/focus/5368
291,[SALAH] Pandemi Telah Berakhir dan Covid-19 Adalah Flu Biasa,"Sumber: 
                    whatsapp.com                                             Tanggal publish: 25/10/2020",https://cekfakta.com/focus/5359
292,[SALAH] “Pendataan Imunisasi Covid-19 untuk Tenaga Medis dan Non Medis oleh Dinas Kesehatan Provinsi DKI Jakarta”,"Sumber: 
                    whatsapp.com                                             Tanggal publish: 23/10/2020",https://cekfakta.com/focus/5343
293,[SALAH] Jenazah Pasien Covid-19 Dikubur Masih Pakai Daster dan Tidak Sesuai Syariat Fardhu Kifayah Islam,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 20/10/2020",https://cekfakta.com/focus/5313
294,[SALAH] Vaksin COVID-19 Dapat Mengubah DNA Manusia,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 19/10/2020",https://cekfakta.com/focus/5299
295,[SALAH] Memakai Masker Dapat Menyebabkan Kematian Akibat Keracunan Karbon Dioksida (CO2),"Sumber: 
                     
                        facebook.com
 Tanggal publish: 18/10/2020",https://cekfakta.com/focus/5295
296,[SALAH] MUI Larang Penggunaan Vaksin Covid-19 yang Didatangkan dari Tiongkok,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 16/10/2020",https://cekfakta.com/focus/5266
297,[SALAH] Harga Vaksin di Indonesia 1000% Lebih Mahal Daripada di Brazil,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 15/10/2020",https://cekfakta.com/focus/5252
298,[SALAH] Foto Dokter Menyatakan COVID-19 Disebarkan Melalui Vaksin,"Sumber: 
                     
                        instagram.com
 Tanggal publish: 14/10/2020",https://cekfakta.com/focus/5235
299,[SALAH] Foto Bakteri di Dalam Masker Setelah 20 Menit Pemakaian,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 08/10/2020",https://cekfakta.com/focus/5223
300,[SALAH] Pengumuman Beasiswa Covid-19 Rp4 Juta dari STMIK Royal Kisaran Melalui SMS,"Sumber: 
                    Pesan berantai                                             Tanggal publish: 08/10/2020",https://cekfakta.com/focus/5220
301,"[SALAH] “Emil Saat Diambil Darah untuk Uji Vaksin China, tutup jarumnya belum di buka”","Sumber: 
                     
                        facebook.com
 Tanggal publish: 03/10/2020",https://cekfakta.com/focus/5170
302,[SALAH] Dua Orang Pria Meninggal Dunia Akibat Kekerasan Polisi Saat Aksi Protes Anti-Vaksin dan Anti-Masker di London,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 28/09/2020",https://cekfakta.com/focus/5127
303,[SALAH] “Arief Puyouno: Saya Yakin Dana Penanggulangan Covid-19 di DKI Banyak Penyimpangan Karena Gabenernya Adalah Kaki Tangan Kadrun Gila”,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 28/09/2020",https://cekfakta.com/focus/5123
304,"[SALAH] Santri yang Hidupnya di Pondok Dicurigai Terpapar Covid-19, Yang Keluyuran di Mall Dibiarin Aja","Sumber: 
                     
                        facebook.com
 Tanggal publish: 04/06/2020",https://cekfakta.com/focus/5091
305,[SALAH] Sultan HB X Sebut Positif-Negatif Covid-19 Sama Saja Karena Semua Orang Pasti Meninggal,"Sumber: 
                    whatsapp.com                                             Tanggal publish: 25/09/2020",https://cekfakta.com/focus/5084
306,"[SALAH] Adidas Tawarkan 3100 Sepatu Gratis, T-shirt, dan Masker sebagai Perayaan Hari Jadi Adidas","Sumber: 
                    whatsapp.com                                             Tanggal publish: 24/09/2020",https://cekfakta.com/focus/5078
307,[SALAH] Akun Facebook Bupati Bekasi Meminta Sumbangan Dana Covid-19,"Sumber: 
                    facebook.com                                             Tanggal publish: 23/09/2020",https://cekfakta.com/focus/5068
308,[SALAH] Kunyah Daun Sirih Untuk Mengatasi Covid-19,"Sumber: 
                    whatsapp.com                                             Tanggal publish: 23/09/2020",https://cekfakta.com/focus/5065
309,[SALAH] SPK Tender Pengadaan Barang di Masa Pandemi oleh BPPBJ,"Sumber: 
                    surat                                             Tanggal publish: 23/09/2020",https://cekfakta.com/focus/5064
310,[SALAH] “Daun Mimba Dapat Menyembuhkan Covid-19”,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 23/09/2020",https://cekfakta.com/focus/5063
311,[SALAH] Razia Masker Non Medis dengan Denda Rp30 Ribu di Bundaran SMP 5 Malang,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 22/09/2020",https://cekfakta.com/focus/5053
312,[SALAH] “Minum Kopi 3 x Sehari untuk menangkal Covid-19”,"Sumber: 
                    whatsapp.com                                             Tanggal publish: 21/09/2020",https://cekfakta.com/focus/5045
313,[SALAH] Tutorial Mendapat Kuota Gratis 20GB dari Program Covid-19,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 20/09/2020",https://cekfakta.com/focus/5036
314,[SALAH] Pelarangan Masker Scuba Politik Perusahaan,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 20/09/2020",https://cekfakta.com/focus/5031
315,[SALAH] 200 Mayat Korban Covid-19 Sekali Kubur di Italia,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 18/09/2020",https://cekfakta.com/focus/5023
316,"[SALAH] Selama Covid19 Ada, Tidak ada Orang Gila Yang Kena Covid19","Sumber: 
                     
                        facebook.com
 Tanggal publish: 15/09/2020",https://cekfakta.com/focus/5004
317,[SALAH] Pembagian Masker Gratis Dicampur Bius,"Sumber: 
                    Whatsapp.com                                             Tanggal publish: 15/09/2020",https://cekfakta.com/focus/5000
318,[SALAH] Video Teknik Menahan Napas Untuk Deteksi Covid-19,"Sumber: 
                    WhatsApp.com                                             Tanggal publish: 14/09/2020",https://cekfakta.com/focus/4998
319,[SALAH] Foto Gubernur Anies Memegang Piagam Bertuliskan “PENGHARGAAN Provinsi Jumlah Covid 19 Tertinggi”,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 10/09/2020",https://cekfakta.com/focus/4976
320,[SALAH] Covid-19 Singkatan dari Certificate of Vaccination Identification with Artificial Intelligence,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 05/09/2020",https://cekfakta.com/focus/4939
321,[SALAH] Pesan Berantai “Salah Satu Cara Untuk Menangkis Virus Covid-19 Dengan Air Garam dan Air Hangat”,"Sumber: 
                    whatsapp.com                                             Tanggal publish: 05/09/2020",https://cekfakta.com/focus/4934
322,Samsung ingin membantu siswa yang membutuhkan ponsel untuk belajar karena pandemi Covid19,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 03/09/2020",https://cekfakta.com/focus/4914
323,[SALAH] Ivermectin Obat Covid-19,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 01/09/2020",https://cekfakta.com/focus/4893
324,[SALAH] Peta Sebaran Covid-19 Wilayah Situbondo,"Sumber: 
                    flyer                                             Tanggal publish: 24/04/2020",https://cekfakta.com/focus/4889
325,[SALAH] Semua Pasien Positif Covid-19 di Padang Dinyatakan Sembuh,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 22/04/2020",https://cekfakta.com/focus/4885
326,[SALAH] RSUD Waluyo Jati Ditutup Karena Semua Petugas Diisolasi Akibat Covid-19,"Sumber: 
                    whatsapp.com                                             Tanggal publish: 20/04/2020",https://cekfakta.com/focus/4882
327,"[SALAH] “FBI menggrebek sinagoge Yahudi di New York, tempat orang Yahudi menyembunyikan ribuan Masker”","Sumber: 
                     
                        facebook.com
 Tanggal publish: 18/04/2020",https://cekfakta.com/focus/4878
328,[SALAH] Pasien Berstatus Positif Covid-19 di Wilayah Tiban Melarikan Diri,"Sumber: 
                    whatsapp.com                                             Tanggal publish: 11/04/2020",https://cekfakta.com/focus/4865
329,[SALAH] “Bansos PSBB Covid-19 dari Pemda DKI Jakarta Paket sembako senilai 350rb + uang tunai 150rb = 500rb rupiah”,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 10/04/2020",https://cekfakta.com/focus/4864
330,[SALAH] Kumpulan Mobil di Pool Grab Cinere karena Sopir Tidak Sanggup Bayar Kredit Saat Covid-19,"Sumber: 
                     
                        twitter.com
 Tanggal publish: 10/04/2020",https://cekfakta.com/focus/4861
331,[SALAH] “Tidak ada sama sekali Ucapan bela sungkawa Presiden kepada dr dan team medis yg berguguran dimedan Covid-19”,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 09/04/2020",https://cekfakta.com/focus/4859
332,[SALAH] Masker dapat Menyebabkan Infeksi Staph,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 31/08/2020",https://cekfakta.com/focus/4857
333,[SALAH] Foto “Italia. Tidak ada lagi ruang yang tersedia di rumah sakit. #CoronavirusLockdown”,"Sumber: 
                     
                        twitter.com
 Tanggal publish: 28/03/2020",https://cekfakta.com/focus/4843
334,[SALAH] Arahan Gubernur DKI Terkait Himbauan Covid-19,"Sumber: 
                    whatsapp.com                                             Tanggal publish: 12/03/2020",https://cekfakta.com/focus/4826
335,[SALAH] Beberapa Negara Membuang Jenazah Pasien Covid-19 Ke Laut,"Sumber: 
                     
                        twitter.com
 Tanggal publish: 26/04/2020",https://cekfakta.com/focus/4819
336,[SALAH] Daniel Radcliffe Positiv Terinfeksi Corona Covid-19,"Sumber: 
                    twitter.com                                             Tanggal publish: 12/03/2020",https://cekfakta.com/focus/4817
337,[SALAH] Bantuan Covid-19 oleh BRI Melalui BRIVA,"Sumber: 
                    media sosial                                             Tanggal publish: 31/08/2020",https://cekfakta.com/focus/4812
338,"[SALAH] Akibat Pandemi COVID-19, Keluarga Beberapa Hari Tidak Makan","Sumber: 
                     
                        Instagram.com
 Tanggal publish: 28/04/2020",https://cekfakta.com/focus/4811
339,[SALAH] Razia Masker Serentak Dengan Denda Rp250.000 di Wilayah Kabupaten dan Kota Bandung,"Sumber: 
                    whatsapp.com                                             Tanggal publish: 31/08/2020",https://cekfakta.com/focus/4809
340,[SALAH] “Paus Fransiskus dan dua pembantunya dinyatakan positif mengidap Coronavirus”,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 01/03/2020",https://cekfakta.com/focus/4800
341,"[SALAH] Dijemput oleh Tim Medis, Kakak Beradik Usia 8 dan 4 Tahun di Tangerang Terjangkit Covid-19 akibat Main di Luar Rumah","Sumber: 
                     
                        facebook.com
 Tanggal publish: 01/05/2020",https://cekfakta.com/focus/4796
342,[SALAH] Akun Palsu “Bupati Pasuruan Minta Penggalangan Dana Covid-19”,"Sumber: 
                    facebook.com                                             Tanggal publish: 03/05/2020",https://cekfakta.com/focus/4776
343,"[SALAH] Tidak Memakai Masker, Pengendara Motor dan Mobil Didenda Rp 5 Juta atau Kurungan Penjara Dua Minggu","Sumber: 
                    whatsapp.com                                             Tanggal publish: 05/05/2020",https://cekfakta.com/focus/4771
344,"[SALAH] Golden Swalayan Jadi Klaster Baru Covid-19, Warga Wajib Lapor RT Jika Ingin Berkunjung","Sumber: 
                    whatsapp.com                                             Tanggal publish: 19/05/2020",https://cekfakta.com/focus/4766
345,[SALAH] Vaksin Covid Sebabkan Mandul,"Sumber: 
                     
                        twitter.com
 Tanggal publish: 30/08/2020",https://cekfakta.com/focus/4758
346,[SALAH] Dokumen WHO Tidak Menganjurkan untuk Memakai Masker Selama Pandemi COVID-19,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 30/08/2020",https://cekfakta.com/focus/4757
347,[SALAH] Hukuman Masuk Peti Mati Karena Tidak Pakai Masker,"Sumber: 
                    whatsapp.com                                             Tanggal publish: 29/08/2020",https://cekfakta.com/focus/4751
348,[SALAH] Sekeluarga Terinfeksi Covid-19 Setelah Menghadiri Acara Ulang Tahun,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 22/05/2020",https://cekfakta.com/focus/4735
349,[SALAH] “Pemerintah Takkan Umumkan Lagi Kasus Positif Covid-19”,"Sumber: 
                     
                        artikel
 Tanggal publish: 18/05/2020",https://cekfakta.com/focus/4700
350,[SALAH] Putri Vladimir Putin Meninggal Setelah Dosis Kedua Vaksin COVID,"Sumber: 
                     
                        laman daring
 Tanggal publish: 20/08/2020",https://cekfakta.com/focus/4679
351,[SALAH] “Tangkapan Layar Pengakuan Relawan Suntik Vaksin Covid-19 yang Menyebut Lupa Punya Hutang tapi Plonga-Plongo”,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 18/08/2020",https://cekfakta.com/focus/4662
352,[SALAH] Pemakaian Masker Menyebabkan Penyakit Legionnaires,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 17/08/2020",https://cekfakta.com/focus/4651
353,[SALAH] Video Rusia Jadi Pemenang Pembuatan Vaksin C19,"Sumber: 
                     
                        twitter.com
 Tanggal publish: 16/08/2020",https://cekfakta.com/focus/4640
354,"[SALAH] Air Kelapa Muda, Jeruk Nipis, dan Garam Obat Covid-19","Sumber: 
                    whatsapp.com                                             Tanggal publish: 16/08/2020",https://cekfakta.com/focus/4635
355,"[SALAH] Foto “Putri Presiden Rusia Vladimir Putin, Orang Pertama yang Sudah Divaksin Dengan Vaksin Tim Kedokteran Rusia”","Sumber: 
                     
                        facebook.com
 Tanggal publish: 15/08/2020",https://cekfakta.com/focus/4630
356,"[SALAH] “Gunakan Bagian Putih Masker Di Luar Saat Tidak Sakit, Gunakan Bagian Biru Masker Di Luar Saat Sakit”","Sumber: 
                     
                        facebook.com
 Tanggal publish: 14/08/2020",https://cekfakta.com/focus/4626
357,[SALAH] Tenaga Medis China Didatangkan Untuk Membantu Menangani Covid-19 di Indonesia,"Sumber: 
                    whatsapp.com                                             Tanggal publish: 27/03/2020",https://cekfakta.com/focus/4620
358,[SALAH] Memakai Masker Dapat Timbulkan Radang Selaput Dada,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 12/08/2020",https://cekfakta.com/focus/4611
359,[SALAH] Kanada Sudah Terbebas dari Covid-19,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 11/08/2020",https://cekfakta.com/focus/4598
360,[SALAH] Pesan Berantai Kantor Pusat PT Kawan Lama Ditutup Karena Salah Satu Direksi Meninggal dan 10 Orang Karyawan Terpapar Covid-19,"Sumber: 
                    whatsapp.com                                             Tanggal publish: 10/08/2020",https://cekfakta.com/focus/4592
361,[SALAH] Pedagang di Pasar Mayestik Meninggal Karena Covid-19,"Sumber: 
                    whatsapp.com                                             Tanggal publish: 07/08/2020",https://cekfakta.com/focus/4572
362,"[SALAH] “99, 9% Tingkat Kesembuhan Covid dan vaksin dengan tingkat efek merugikan 80%”","Sumber: 
                     
                        facebook.com
 Tanggal publish: 07/08/2020",https://cekfakta.com/focus/4570
363,[SALAH] Foto Presiden Jokowi Bersama Pelawak di Istana Negara Dikaitkan dengan Covid-19,"Sumber: 
                     
                        twitter.com
 Tanggal publish: 04/08/2020",https://cekfakta.com/focus/4542
364,"[SALAH] “Adidas menawarkan 3100 Sepatu Gratis, T-shirt dan Masker”","Sumber: 
                    whatsapp.com                                             Tanggal publish: 02/08/2020",https://cekfakta.com/focus/4525
365,[SALAH] Tangkapan Layar Berita “RK Ajak ABU JANDA Jadi Relawan Uji Vaksin COVID-19 Buatan China”,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 02/08/2020",https://cekfakta.com/focus/4523
366,[SALAH] Jus Jahe dan Lada Hitam Mampu Sembuhkan Covid-19,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 02/08/2020",https://cekfakta.com/focus/4522
367,"[SALAH] “Nih yang bikin Covid, si jagoan Wall Street (Rockefeller Foundation)”","Sumber: 
                     
                        facebook.com
 Tanggal publish: 01/08/2020",https://cekfakta.com/focus/4509
368,[SALAH] Transmart Ditutup Selama 10 Hari Karena Belasan Orang Terpapar Covid-19,"Sumber: 
                    whatsapp.com                                             Tanggal publish: 01/08/2020",https://cekfakta.com/focus/4508
369,[SALAH] China Lakukan Uji Coba Vaksin di Indonesia Karena Kekurangan Monyet,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 30/07/2020",https://cekfakta.com/focus/4505
370,[SALAH] Gambar “Pengujian Vaksin Covid-19 Telah Sukses”,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 29/07/2020",https://cekfakta.com/focus/4500
371,[SALAH] Jokowi Mendapat Silver Button Karena Mencapai 100.000 Kasus Covid,"Sumber: 
                     
                        twitter.com
 Tanggal publish: 29/07/2020",https://cekfakta.com/focus/4495
372,"[SALAH] “KASAD klarifikasi, anggota TNI di bandung ternyata rata2 membantah Positif kena Covid 19”","Sumber: 
                     
                        facebook.com
 Tanggal publish: 29/07/2020",https://cekfakta.com/focus/4489
373,[SALAH] Beberapa Dampak Negatif dari Menggunakan Masker,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 25/07/2020",https://cekfakta.com/focus/4444
374,[SALAH] Daftar Perlengkapan Medis di Rumah Untuk Hadapi Covid-19,"Sumber: 
                    whatsapp.com                                             Tanggal publish: 24/07/2020",https://cekfakta.com/focus/4432
375,[SALAH] Foto Terakhir Dokter Hadio Berdiri Di Depan Pagar Temui Anak Sebelum Meninggal Karena Covid-19,"Sumber: 
                    whatsapp.com                                             Tanggal publish: 24/03/2020",https://cekfakta.com/focus/4419
376,"[SALAH] 71 Pasien Covid-19 Klaster Hajatan Boyolali Dijemput Petugas, Biaya Dibebankan ke Pemilik Hajatan","Sumber: 
                    Whatsapp.com                                             Tanggal publish: 22/07/2020",https://cekfakta.com/focus/4407
377,[SALAH] Kondisi Jenazah Korban Covid-19 Di Rumah Sakit Osmania India,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 22/07/2020",https://cekfakta.com/focus/4399
378,"[SALAH] “Takut Dibunuh, Ahli Virus China Kabur ke AS: Saya Bersaksi Covid-19 Hasil Persekongkolan Jahat”","Sumber: 
                     
                        Artikel
 Tanggal publish: 21/07/2020",https://cekfakta.com/focus/4395
379,[SALAH] Pesan Berantai Adidas Berikan Masker,"Sumber: 
                    whatsapp.com                                             Tanggal publish: 19/07/2020",https://cekfakta.com/focus/4380
380,[SALAH] Covid-19 Tidak Murni Sebabkan Kematian,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 17/07/2020",https://cekfakta.com/focus/4373
381,[SALAH] Beberapa RSUD Di Jakarta dan Depok Ditutup Karena Karyawan Positif Covid-19,"Sumber: 
                    whatsapp.com                                             Tanggal publish: 16/07/2020",https://cekfakta.com/focus/4363
382,[SALAH] Pedagang di Pasar Segiri Positif Covid-19,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 13/07/2020",https://cekfakta.com/focus/4333
383,[SALAH] Nasi Padang Menjadi Sumber Penularan Covid-19,"Sumber: 
                    whatsapp.com                                             Tanggal publish: 13/07/2020",https://cekfakta.com/focus/4326
384,[SALAH] “Video pembuangan jenazah-jenazah korban Covid-19 di laut Meksiko”,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 13/07/2020",https://cekfakta.com/focus/4317
385,[SALAH] “Dirut RSUI bersama 2 Direktur RSUI lainnya dan 10 staff RSUI saat ini dirawat di RSUI terkena Covid”,"Sumber: 
                    whatsapp.com                                             Tanggal publish: 07/07/2020",https://cekfakta.com/focus/4288
386,[SALAH] Desain Helm Covid-19 Pada Kompetisi NFL,"Sumber: 
                     
                        twitter.com
 Tanggal publish: 03/07/2020",https://cekfakta.com/focus/4249
387,[SALAH] Foto Kondisi Tenggorokan Pasien Positif Covid-19,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 29/06/2020",https://cekfakta.com/focus/4204
388,[SALAH] Pesta Homo Seksual di Italia Sebelum Covid-19 Mewabah,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 28/06/2020",https://cekfakta.com/focus/4194
389,"[SALAH] Petugas Rapid Test Jarang Mengganti Sarung Tangan, Bisa Tularkan Covid-19 dari Pasien Sebelumnya","Sumber: 
                    whatsapp.com                                             Tanggal publish: 27/06/2020",https://cekfakta.com/focus/4190
390,[SALAH] Pria Meninggal Jantungnya Kekurangan Oksigen Karena Menggunakan Masker,"Sumber: 
                    whatsapp.com                                             Tanggal publish: 27/06/2020",https://cekfakta.com/focus/4188
391,"[SALAH] Tak Perlu Ikut Rapid Test, Mencium Bau Cuka Bisa Deteksi Seseorang Terkena Covid-19 Atau Tidak","Sumber: 
                     
                        artikel
 Tanggal publish: 26/06/2020",https://cekfakta.com/focus/4175
392,"[SALAH] Ruang Perawatan Covid di Riau Penuh, Warga Wajib di Rumah Selama Dua Minggu","Sumber: 
                    whatsapp.com                                             Tanggal publish: 26/06/2020",https://cekfakta.com/focus/4173
393,[SALAH] “Heboh! Pernyataan Dokter Indonesia Soal Covid”,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 25/06/2020",https://cekfakta.com/focus/4165
394,"[SALAH] Peta Kasus Covid DKI “DKI kembali Zona Merah, Bogor Zona Hitam”","Sumber: 
                     
                        facebook.com
 Tanggal publish: 24/06/2020",https://cekfakta.com/focus/4160
395,[SALAH] Dokter RSAL Surabaya Meninggal akibat Covid-19,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 23/06/2020",https://cekfakta.com/focus/4148
396,[SALAH] Denda Rp250 Ribu Saat Razia Masker Tanggal 22 Juni 2020,"Sumber: 
                    whatsapp.com                                             Tanggal publish: 22/06/2020",https://cekfakta.com/focus/4134
397,[SALAH] Servis Mobil Gratis “Suzuki Peduli Covid s.id/SuzukiPeduliCovid”,"Sumber: 
                     
                        situs dan whatsapp.com
 Tanggal publish: 17/06/2020",https://cekfakta.com/focus/4095
398,[SALAH] Petinju Manny Pacman Bagi-bagi Hadiah Saat Pandemi,"Sumber: 
                    facebook.com                                             Tanggal publish: 17/06/2020",https://cekfakta.com/focus/4091
399,"[SALAH] Bapak Ibu Meninggal Karena Covid-19, 5 Bersaudara Menunggu Diadopsi","Sumber: 
                    facebook.com                                             Tanggal publish: 17/06/2020",https://cekfakta.com/focus/4082
400,[SALAH] Seorang Pesepeda Meninggal Di Monas Akibat Kehabisan Oksigen Karena Memakai Masker,"Sumber: 
                    whatsapp.com                                             Tanggal publish: 03/06/2020",https://cekfakta.com/focus/4047
401,[SALAH] Pasien Covid-19 di Cimahi Kabur Dari Rumah Sakit,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 02/06/2020",https://cekfakta.com/focus/4037
402,[SALAH] “Hari ini 2 kasir Chandra karang dinyatakan positive Covid 19”,"Sumber: 
                    Sosial Media                                             Tanggal publish: 29/05/2020",https://cekfakta.com/focus/4013
403,[SALAH] Voucher Dua Pizza Besar Domino’s Pizza Selama Masa Pandemi Corona,"Sumber: 
                    whatsapp.com                                             Tanggal publish: 25/05/2020",https://cekfakta.com/focus/4001
404,[SALAH] “WHO: Pria berpenis besar lebih rentan tertular Covid-19”,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 22/05/2020",https://cekfakta.com/focus/3997
405,[SALAH] “Registrasi Ambil Dana Bantuan Anda Covid-19”,"Sumber: 
                     
                        Sosial Media
 Tanggal publish: 19/05/2020",https://cekfakta.com/focus/3988
406,[SALAH] Manager Giant Pal 6 Banjarmasin Meninggal Kena Covid-19,"Sumber: 
                     
                        whatsapp.com & facebook.com
 Tanggal publish: 19/05/2020",https://cekfakta.com/focus/3983
407,[SALAH] Pasien Covid-19 Meninggal di Rumah Sakit Manaf Kota Jambi,"Sumber: 
                    whatsapp.com                                             Tanggal publish: 18/05/2020",https://cekfakta.com/focus/3979
408,"[SALAH] “15 Hari Sembuh, Menhub Budi Karya Kembali Dinyatakan Positif Covid-19”","Sumber: 
                     
                        Sosial Media
 Tanggal publish: 18/05/2020",https://cekfakta.com/focus/3978
409,[SALAH] 236 Anggota Polisi Positif Covid-19 dan 6 Orang Meninggal Dunia,"Sumber: 
                    Sosial Media                                             Tanggal publish: 18/05/2020",https://cekfakta.com/focus/3971
410,[SALAH] Lowongan Sukarelawan Covid-19 RSUD Dr. Soetomo Surabaya,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 17/05/2020",https://cekfakta.com/focus/3967
411,[SALAH] WHO Menyebutkan Vegetarian Tidak Kena Covid-19,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 16/05/2020",https://cekfakta.com/focus/3966
412,[SALAH] Ulama Windusari Dijemput Paksa Terkait Covid-19,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 13/05/2020",https://cekfakta.com/focus/3941
413,[SALAH] Tidak Menggunakan Masker Denda Rp300 Ribu di Semarang,"Sumber: 
                    whatsapp.com                                             Tanggal publish: 13/05/2020",https://cekfakta.com/focus/3940
414,[SALAH] “Vaksin pertama kali dibuat di bawah kekhalifahan Ottoman. Tahun 1717”,"Sumber: 
                     
                        Facebook
 Tanggal publish: 13/05/2020",https://cekfakta.com/focus/3938
415,[SALAH] Virus Covid-19 Sengaja Dimasukkan kedalam Tubuh Masyarakat Melalui Alat Rapid Test,"Sumber: 
                     
                        Sosial Media
 Tanggal publish: 12/05/2020",https://cekfakta.com/focus/3935
416,[SALAH] Donasi Bahan Iftar dan Sahur di Masa Wabah Covid-19 oleh PKS,"Sumber: 
                    Sosial Media                                             Tanggal publish: 12/05/2020",https://cekfakta.com/focus/3930
417,[SALAH] Kuota 100GB Gratis dari Pemerintah Selama Pandemi Covid-19,"Sumber: 
                    www.whatsapp.com                                             Tanggal publish: 12/05/2020",https://cekfakta.com/focus/3922
418,[SALAH] “Ternyata Klaster penyebar Covid-19 terbanyak Indonesia adalah 10.000 lebih pendeta GBI & GPIB”,"Sumber: 
                     
                        Sosial Media
 Tanggal publish: 12/05/2020",https://cekfakta.com/focus/3920
419,[SALAH] Seorang Kakek di Tulungagung Meninggal Karena Covid-19,"Sumber: 
                    www.whatsapp.com                                             Tanggal publish: 12/05/2020",https://cekfakta.com/focus/3912
420,[SALAH] “Setelah adanya Virus Covid-19. Umat Islam Arab banyak yg Murtad”,"Sumber: 
                    Sosial Media                                             Tanggal publish: 12/05/2020",https://cekfakta.com/focus/3909
421,[SALAH] “Tenaga Medis Covid-19 RSUD Purworejo Ditagih Biaya Rp. 150 Ribu/Malam Oleh Pemkab Karena Telah Tinggal Di Hotel Ganesha”,"Sumber: 
                     
                        Media Online
 Tanggal publish: 08/05/2020",https://cekfakta.com/focus/3908
422,[SALAH] Satgas Covid-19 Kabupaten Pangkep Semprot Jemaah Shalat Tarawih di Masjid,"Sumber: 
                    Sosial Media                                             Tanggal publish: 07/05/2020",https://cekfakta.com/focus/3907
423,[SALAH] ”Seorang Pasien Dalam Pengawasan Covid-19 (PDP) Mengamuk di Pintu Rumah sakit Pamekasan Madura”,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 11/05/2020",https://cekfakta.com/focus/3903
424,[SALAH] “Jokowi: Hukuman Seumur Hidup Bagi Kepala Daerah Mainkan Bantuan Covid-19”,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 06/05/2020",https://cekfakta.com/focus/3894
425,[SALAH] Puisi Tahun 1919 Soal Pandemi Karya Kathleen O’Mara,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 05/05/2020",https://cekfakta.com/focus/3891
