,judul,tanggal,link
141,[SALAH] Video “Vaksinasi di.mall T.Anggrek”,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 11/03/2021",https://cekfakta.com/focus/6498
142,[SALAH] Banyak Data Orang Meninggal Dunia Akibat Vaksin Covid-19,"Sumber: 
                    Facebook                                             Tanggal publish: 08/03/2021",https://cekfakta.com/focus/6486
143,[SALAH] Pesan Berantai Video “Potensi Bahaya Vaksin COVID-19”,"Sumber: 
                    whatsapp.com                                             Tanggal publish: 07/03/2021",https://cekfakta.com/focus/6485
144,[SALAH] Uap Panas Hasil Rebusan Daun Jambu dapat Mengobati Covid-19,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 07/03/2021",https://cekfakta.com/focus/6483
145,[SALAH] Vaksin Moderna Dirancang untuk Mengubah DNA Manusia,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 07/03/2021",https://cekfakta.com/focus/6481
146,[SALAH] Pemberian Vaksin Covid-19 oleh Badan Litbangkes,"Sumber: 
                    Tangkapan layar                                             Tanggal publish: 06/03/2021",https://cekfakta.com/focus/6477
147,[SALAH] “kenapa semua nya meninggal dengan ciri ciri penyebab yg sama seperti korban vaksin Covid-19 lain di luar negeri”,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 05/03/2021",https://cekfakta.com/focus/6476
148,[SALAH] Vaksinasi di PPSDMK Cukup Bawa KTP Sebagai Syarat,"Sumber: 
                    whatsapp.com                                             Tanggal publish: 03/03/2021",https://cekfakta.com/focus/6466
149,[SALAH] Vaksin Covid-19 Bisa Bikin Wanita Mandul,"Sumber: 
                    Twitter                                             Tanggal publish: 02/03/2021",https://cekfakta.com/focus/6457
150,[SALAH] Akun WhatsApp Juru Bicara Vaksinasi Covid-19 Meminta Sejumlah Dana,"Sumber: 
                    whatsapp.com                                             Tanggal publish: 27/02/2021",https://cekfakta.com/focus/6438
151,[SALAH] Demonstrasi Memprotes Kebijakan Covid-19 di Romania,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 26/02/2021",https://cekfakta.com/focus/6431
152,[SALAH] Pakai Masker Wajah Sebabkan Bakteri Pneumonia,"Sumber: 
                    Facebook                                             Tanggal publish: 25/02/2021",https://cekfakta.com/focus/6429
153,[SALAH] Memakai Masker Secara Terus Menerus Akan Menyebabkan Kanker Paru-Paru,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 25/02/2021",https://cekfakta.com/focus/6426
154,[SALAH] Foto Efek Samping Yang Dialami Setelah Vaksinasi Moderna Covid-19,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 24/02/2021",https://cekfakta.com/focus/6417
155,[SALAH] Pernyataan Ketua Satgas Covid terkait Hirup Uap Air Panas Membunuh Virus Corona,"Sumber: 
                    whatsapp.com                                             Tanggal publish: 23/02/2021",https://cekfakta.com/focus/6405
156,"[SALAH] “TERKUAK, Ternyata Jemaah Haji Indonesia Ditolak Bukan Karena Covid 19”","Sumber: 
                     
                        artikel
 Tanggal publish: 18/02/2021",https://cekfakta.com/focus/6364
157,[SALAH] Jambu Kristal Putih Dapat Menangkal Covid-19,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 17/02/2021",https://cekfakta.com/focus/6361
158,"[SALAH] “Covid-19 BUKAN Virus, Sumber : Kementerian Kesehatan Italy”","Sumber: 
                    Whatsapp.com                                             Tanggal publish: 14/02/2021",https://cekfakta.com/focus/6344
159,[SALAH] Kondisi Seorang Remaja Perempuan Setelah Vaksinasi Covid-19,"Sumber: 
                     
                        Media Online
 Tanggal publish: 12/02/2021",https://cekfakta.com/focus/6337
160,[SALAH] Vietnam Tanpa Kasus Kematian Akibat Covid-19 karena Campuran Teh Panas dan Lemon,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 12/02/2021",https://cekfakta.com/focus/6326
161,[SALAH] Kematian Ustadz Maaher akibat Disuntik Vaksin,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 11/02/2021",https://cekfakta.com/focus/6322
162,[SALAH] Dokter Italia Temukan Penyebab Covid-19 dari Bakteri Terpapar 5G,"Sumber: 
                    WhatsApp                                             Tanggal publish: 11/02/2021",https://cekfakta.com/focus/6321
163,[SALAH] Minum Air Hangat 4 Kali Sehari Dapat Menyembuhkan Covid-19,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 10/02/2021",https://cekfakta.com/focus/6315
164,[SALAH] Vietnam Tanpa Kasus Kematian Covid-19 karena Minum Teh Panas Dicampur Lemon,"Sumber: 
                    Facebook                                             Tanggal publish: 09/02/2021",https://cekfakta.com/focus/6307
165,[SALAH] Video Tata Cara Hilangkan Covid-19 Saat Isolasi Mandiri di Rumah,"Sumber: 
                    WhatsApp                                             Tanggal publish: 09/02/2021",https://cekfakta.com/focus/6306
166,"[SALAH] “SETAHUN Koma di Rumah Sakit, Begitu Siuman Pria Ini Syok Orang-orang Tercinta Meninggal karena Covid”","Sumber: 
                     
                        facebook.com
 Tanggal publish: 09/02/2021",https://cekfakta.com/focus/6305
167,[SALAH] Yahya Waloni Menuai Balasan dari Ucapannya yang Menantang Covid-19 dan Enggan Menggunakan Masker,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 07/02/2021",https://cekfakta.com/focus/6276
168,[SALAH] Obat Klorin Dioksida Temuan Prof Dr Richard Claproth Dapat Menyembuhkan Covid-19,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 07/02/2021",https://cekfakta.com/focus/6275
169,[SALAH] Video Air Rebusan Belimbing Wuluh Dapat Mencegah dan Menyembuhkan Covid-19,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 06/02/2021",https://cekfakta.com/focus/6272
170,[SALAH] Tanzania Terbebas dari Covid-19,"Sumber: 
                    Facebook                                             Tanggal publish: 05/02/2021",https://cekfakta.com/focus/6266
171,[SALAH] Ramuan Penangkal Covid-19 oleh Kemenkes,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 05/02/2021",https://cekfakta.com/focus/6262
172,[SALAH] Air Rebusan Belimbing Bisa Cegah dan Sembuhkan Covid-19,"Sumber: 
                    Facebook                                             Tanggal publish: 04/02/2021",https://cekfakta.com/focus/6257
173,[SALAH] Menteri Kesehatan Thailand Menangis Saat Mendapat Vaksin Covid-19,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 03/02/2021",https://cekfakta.com/focus/6252
174,[SALAH] Bantuan Covid-19 untuk Pemilik SIM A dan C oleh Asuransi Jasa Raharja,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 03/02/2021",https://cekfakta.com/focus/6251
175,[SALAH] “Gereja Haramkan Vaksin kok MUI Halalkan Vaksin?”,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 31/01/2021",https://cekfakta.com/focus/6221
176,[SALAH] Lianhua Qingwen Dapat Digunakan Sebagai Obat Covid-19,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 29/01/2021",https://cekfakta.com/focus/6212
177,[SALAH] Nomor Palsu Satgas Covid-19 Beredar di Whatsapp,"Sumber: 
                    whatsapp.com                                             Tanggal publish: 28/01/2021",https://cekfakta.com/focus/6208
178,[SALAH] Legenda Bisbol AS Hank Aaron Meninggal Dunia Usai Disuntik Vaksin Covid-19,"Sumber: 
                    Facebook                                             Tanggal publish: 27/01/2021",https://cekfakta.com/focus/6203
179,[SALAH] Kumham Hapus Sanksi Pidana setelah Anak Buah Megawati Tolak Vaksin,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 26/01/2021",https://cekfakta.com/focus/6200
180,"[SALAH] Karena Disuntik Vaksin, Dokter di Palembang Meninggal","Sumber: 
                     
                        facebook.com
 Tanggal publish: 25/01/2021",https://cekfakta.com/focus/6193
181,[SALAH] Indonesia Tidak Dapat Menggugat Jika Vaksin Bermasalah,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 23/01/2021",https://cekfakta.com/focus/6182
182,[SALAH] Ketua BPOM Ditekan dan Diancam Untuk Keluarkan Vaksin Sinovac,"Sumber: 
                     
                        Youtube.com
 Tanggal publish: 23/01/2021",https://cekfakta.com/focus/6178
183,[SALAH] Dokter di Palembang Meninggal Dunia Usai Disuntik Covid-19,"Sumber: 
                     
                        Facebook
 Tanggal publish: 23/01/2021",https://cekfakta.com/focus/6177
184,[SALAH] Tangkapan Layar Video CNN Memberitakan Rakyat akan dibunuh oleh Vaksin dari Tiongkok,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 21/01/2021",https://cekfakta.com/focus/6166
185,[SALAH] Diagram Chip 5G pada Vaksin Covid-19,"Sumber: 
                     
                        twitter.com
 Tanggal publish: 21/01/2021",https://cekfakta.com/focus/6165
186,[SALAH] Obat COVID-19 Dexamethasone Lebih Murah dari Harga Vaksin COVID-19,"Sumber: 
                     
                        twitter.com
 Tanggal publish: 21/01/2021",https://cekfakta.com/focus/6163
187,[SALAH] Razia Masker Serentak di Seluruh Indonesia Dengan Denda Rp250 Ribu,"Sumber: 
                    whatsapp.com                                             Tanggal publish: 21/01/2021",https://cekfakta.com/focus/6161
188,[SALAH] Penjelasan Erick Thohir Terkait Chip COVID-19 dalam Vaksin Dapat Mengontrol Manusia Seumur Hidup,"Sumber: 
                    twitter.com                                             Tanggal publish: 21/01/2021",https://cekfakta.com/focus/6155
189,[SALAH] “5 cara utk meningkatkan ANTI BODY” dari Regu Pembasmi Covid-19,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 20/01/2021",https://cekfakta.com/focus/6151
190,[SALAH] Video Korban Bergelimpangan Setelah Disuntik Vaksin Sinovac,"Sumber: 
                    Facebook                                             Tanggal publish: 20/01/2021",https://cekfakta.com/focus/6148
191,[SALAH] Video Bill Gates Rapat dengan CIA Mengenai Vaksin Pada Tahun 2005,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 20/01/2021",https://cekfakta.com/focus/6143
192,[SALAH] Video Puluhan Santri Pingsan Setelah Vaksin Covid-19 Sinovac,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 19/01/2021",https://cekfakta.com/focus/6142
193,[SALAH] Singapura Hentikan Vaksinasi Setelah 48 Orang Meninggal di Negaranya,"Sumber: 
                     
                        twitter.com
 Tanggal publish: 19/01/2021",https://cekfakta.com/focus/6141
194,[SALAH] Vaksin Sinovac di Indonesia Dipasang Chip,"Sumber: 
                    Facebook                                             Tanggal publish: 19/01/2021",https://cekfakta.com/focus/6137
195,[SALAH] “Vaksin covid-19 itu telah bermutasi menjadi ribuan covid-19 baru di seluruh dunia”,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 18/01/2021",https://cekfakta.com/focus/6128
196,[SALAH] Pembagian Masker Gratis Dicampur Obat Bius,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 18/01/2021",https://cekfakta.com/focus/6127
197,"[SALAH] Jokowi Bukan Disuntik Vaksin, Melainkan Suntik Vitamin","Sumber: 
                     
                        facebook.com
 Tanggal publish: 17/01/2021",https://cekfakta.com/focus/6121
198,"[SALAH] Jika Sudah Disuntik Vaksin Covid-19, Tidak Perlu Mematuhi Protokol Kesehatan","Sumber: 
                     
                        facebook.com
 Tanggal publish: 17/01/2021",https://cekfakta.com/focus/6117
199,"[SALAH] “Berita Terbaru Hari Ini ~ 48 Orang Te.was Setelah Di Vaksin Coro.na, Agenda Ja.hat Re.zim Terungkap!”","Sumber: 
                     
                        facebook.com
 Tanggal publish: 16/01/2021",https://cekfakta.com/focus/6113
200,[SALAH] Jokowi Kejang dan Meninggal Dunia setelah Disuntik Vaksin,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 15/01/2021",https://cekfakta.com/focus/6096
201,[SALAH] Jokowi Menggunakan Vaksin Buatan Eropa,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 14/01/2021",https://cekfakta.com/focus/6087
202,[SALAH] Obat Covid-19 dari Asap Batok Kelapa,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 13/01/2021",https://cekfakta.com/focus/6083
203,[SALAH] Dokter dan Perawat di RS Purwakarta Tolak Disuntik Vaksin,"Sumber: 
                    Facebook                                             Tanggal publish: 13/01/2021",https://cekfakta.com/focus/6079
204,"[SALAH] Video “antri Pemakaman Covid-19 di Tegal Alur,JKT. Hidup antri, mau dikuburpun antri.”","Sumber: 
                     
                        facebook.com
 Tanggal publish: 13/01/2021",https://cekfakta.com/focus/6075
205,[SALAH] Hirup Uap Air Panas Dua Kali Sehari Dapat Menangkal Covid-19,"Sumber: 
                     
                        youtube.com
 Tanggal publish: 13/01/2021",https://cekfakta.com/focus/6074
206,[SALAH] Risma Joget Tanpa Menggunakan Masker,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 13/01/2021",https://cekfakta.com/focus/6073
207,[SALAH] Tiongkok dan Luhut Pandjaitan Merencanakan Pembunuhan Massal Terhadap Pribumi dengan 40 Ribu Ton Alat Tes Covid-19,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 12/01/2021",https://cekfakta.com/focus/6069
208,[SALAH] 21% Pasien Mengalami Efek Samping Setelah Memakai Vaksin Moderna,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 12/01/2021",https://cekfakta.com/focus/6068
209,[SALAH] Setengah Karyawan BTC Pangkalpinang Positif Covid-19,"Sumber: 
                    whatsapp.com                                             Tanggal publish: 12/01/2021",https://cekfakta.com/focus/6067
210,[SALAH] Pesan Berantai Rekrutmen Relawan Untuk Merawat Pasien Covid 19 di Wisma Atlet Oleh Dokter Irna,"Sumber: 
                    whatsapp.com                                             Tanggal publish: 12/01/2021",https://cekfakta.com/focus/6066
211,[SALAH] Hanya 13 Ribu Orang di Britania Raya yang Terinfeksi Covid-19 pada Tahun 2020,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 09/01/2021",https://cekfakta.com/focus/6041
212,[SALAH] Penerima Vaksin Perdana Meninggal Dunia Usai Disuntik Vaksin Pfizer,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 09/01/2021",https://cekfakta.com/focus/6038
213,[SALAH] Vaksin Covid-19 dari China Musnahkan Penduduk Pribumi,"Sumber: 
                    Facebook                                             Tanggal publish: 08/01/2021",https://cekfakta.com/focus/6029
214,[SALAH] Pinjaman Dana Bantuan Covid-19 oleh Bupati Pasuruan Irsyad Yusuf,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 08/01/2021",https://cekfakta.com/focus/6028
215,[SALAH] Hydro Oxy Mouth Freshener Spray Dapat Cegah dan Sembuhkan Virus Covid-19,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 07/01/2021",https://cekfakta.com/focus/6024
216,[SALAH] Tulisan Najwa Shihab soal Covid-19,"Sumber: 
                    Facebook                                             Tanggal publish: 07/01/2021",https://cekfakta.com/focus/6021
217,"[SALAH] Vaksin Bermasalah dan Mengerikan, Disuntik Bisa Menjadi Sakit dan Sekarat","Sumber: 
                     
                        facebook.com
 Tanggal publish: 06/01/2021",https://cekfakta.com/focus/6017
218,[SALAH] “Vaksin Sinovac Covid-19 yang akan di suntikkan kepada warga hanya untuk kelinci percobaan”,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 06/01/2021",https://cekfakta.com/focus/6009
219,[SALAH] Vaksin Sinovac Mengandung Sel Kera Hijau Afrika,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 05/01/2021",https://cekfakta.com/focus/6003
220,[SALAH] Tulisan dr. Siti Fadillah terkait Pengobatan Covid-19,"Sumber: 
                    whatsapp.com                                             Tanggal publish: 05/01/2021",https://cekfakta.com/focus/6001
221,[SALAH] Artikel CNN “Seorang Dokter Merekomendasikan Vaksin Covid19 Disuntikkan di Alat Kelamin Pria,"Sumber: 
                    whatsapp.com                                             Tanggal publish: 05/01/2021",https://cekfakta.com/focus/5998
222,[SALAH] Resep Campuran Teh Hijau dan Lemon Untuk Atasi Covid-19,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 05/01/2021",https://cekfakta.com/focus/5996
223,[SALAH] Minum Teh Batang Lada Bisa Sembuhkan Covid-19,"Sumber: 
                    Facebook                                             Tanggal publish: 04/01/2021",https://cekfakta.com/focus/5992
224,[SALAH] Sambal Bawang Bisa Cegah Covid19,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 03/01/2021",https://cekfakta.com/focus/5984
225,[SALAH] Video Ribuan Jamaah Tanpa Masker Sambut Kedatangan Ustadz Abdul Somad di Tengah Pandemi Covid-19,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 02/01/2021",https://cekfakta.com/focus/5981
226,[SALAH] Minum Teh Dengan Batang Lada Dapat Sembuhkan Covid-19,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 02/01/2021",https://cekfakta.com/focus/5979
227,[SALAH] Istora Senayan Dijadikan Tempat Penampungan Pasien Covid-19,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 01/01/2021",https://cekfakta.com/focus/5966
228,[SALAH] Bill Gates dan CEO Pfizer Menolak Disuntik Vaksin Covid-19,"Sumber: 
                    Facebook                                             Tanggal publish: 30/12/2020",https://cekfakta.com/focus/5945
229,[SALAH] Video Keadaan RS Covid Wisma Atlet,"Sumber: 
                     
                        twitter.com
 Tanggal publish: 30/12/2020",https://cekfakta.com/focus/5943
230,[SALAH] Video Petugas Medis Pakai Jarum Palsu Saat Vaksinasi,"Sumber: 
                    Facebook                                             Tanggal publish: 29/12/2020",https://cekfakta.com/focus/5941
231,[SALAH] Tiga Wanita Bintang Iklan Jamu Covid-19,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 28/12/2020",https://cekfakta.com/focus/5928
232,[SALAH] Bupati Bojonegoro Dr. Hj. Anna Muawanah terpapar Covid-19,"Sumber: 
                    Whatsapp.com                                             Tanggal publish: 28/12/2020",https://cekfakta.com/focus/5917
233,[SALAH] “Jokowi hari ini tolak di suntik vaksin Covid-19 duluan”,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 26/12/2020",https://cekfakta.com/focus/5911
234,[SALAH] Rekrutmen Kerja Staf Lab Vaksin oleh RSU Mulia Hati,"Sumber: 
                    facebook.com                                             Tanggal publish: 26/12/2020",https://cekfakta.com/focus/5906
235,[SALAH] “Rumah Sakit Di Lockdown Karena Pasien Vaksin Covid Pertama Mulai Makan Pasien Lain”,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 25/12/2020",https://cekfakta.com/focus/5902
236,[SALAH] Vaksin Covid-19 Buatan Pfizer Berbentuk Vape,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 24/12/2020",https://cekfakta.com/focus/5897
237,[SALAH] “Syarat Vaksin Gratis Jokowi: BPJS Kesehatan Anda Harus Aktif”,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 23/12/2020",https://cekfakta.com/focus/5890
238,[SALAH] Relawan Alami Gangguan Saraf Setelah Disuntik Vaksin Sinovac,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 23/12/2020",https://cekfakta.com/focus/5888
239,[SALAH] “Paus Fransiskus Mengatakan Vaksin Covid Sekarang Akan Diperlukan Untuk Masuk Surga”,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 22/12/2020",https://cekfakta.com/focus/5882
240,[SALAH] Video Jarum Suntik Menghilang Saat Proses Vaksinasi Covid-19,"Sumber: 
                     
                        twitter.com
 Tanggal publish: 21/12/2020",https://cekfakta.com/focus/5881
241,[SALAH] Video Perawat Meninggal Dunia Usai Disuntik Vaksin Covid-19,"Sumber: 
                    WhatsApp                                             Tanggal publish: 21/12/2020",https://cekfakta.com/focus/5878
242,[SALAH] Jokowi Akan Menggunakan Vaksin Pfizer dan Vaksin Sinovac Untuk Masyarakat,"Sumber: 
                     
                        faceebook.com
 Tanggal publish: 21/12/2020",https://cekfakta.com/focus/5875
243,"[SALAH] Video Perawat Pingsan Setelah Mendapat Vaksin Covid-19, Potensi Genosida Massal","Sumber: 
                     
                        twitter.com
 Tanggal publish: 20/12/2020",https://cekfakta.com/focus/5867
244,[SALAH] Vaksin yang disimpan -80 Derajat Bukanlah Vaksin Melainkan Agen Transfeksi yang Dapat Memanipulasi Genetika Manusia,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 18/12/2020",https://cekfakta.com/focus/5861
245,[SALAH] Singapura Membuka Vaccine Tourism dan Melakukan Vaksinasi di Bandara Changi,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 18/12/2020",https://cekfakta.com/focus/5859
246,[SALAH] Foto “4 Orang Alami Kelumpuhan Wajah Setelah Disuntik Vaksin Corona”,"Sumber: 
                     
                        Instagram.com
 Tanggal publish: 17/12/2020",https://cekfakta.com/focus/5849
247,[SALAH] Kota Manado Zona Hitam Covid-19,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 17/12/2020",https://cekfakta.com/focus/5844
248,[SALAH] Kandungan Formaldehida pada Vaksin Menyebabkan Leukimia pada Anak,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 17/12/2020",https://cekfakta.com/focus/5843
249,[SALAH] “IDI tolak yg Pertama dpt Vaksin Sinovac China”,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 15/12/2020",https://cekfakta.com/focus/5833
250,[SALAH] 44 Orang Tenaga Kesehatan Positif Covid di RS Tipe B Parepare,"Sumber: 
                    whatsapp.com                                             Tanggal publish: 15/12/2020",https://cekfakta.com/focus/5832
251,[SALAH] Singapura Lakukan Vaksinasi Covid-19 di Bandara Changi,"Sumber: 
                    WhatsApp                                             Tanggal publish: 15/12/2020",https://cekfakta.com/focus/5830
252,[SALAH] IDI Tolak Vaksinasi Covid-19,"Sumber: 
                    Facebook                                             Tanggal publish: 15/12/2020",https://cekfakta.com/focus/5829
253,[SALAH] Pesan Berantai Larangan ke Kota Malang Akibat Covid-19,"Sumber: 
                    WhatsApp                                             Tanggal publish: 14/12/2020",https://cekfakta.com/focus/5820
254,"[SALAH] Konsumsi Campuran Air Kelapa, Jeruk Nipis, Garam dan Madu Dapat Menyembuhkan Covid-19","Sumber: 
                    whatsapp.com                                             Tanggal publish: 13/12/2020",https://cekfakta.com/focus/5812
255,[SALAH] Satu RT di Ciracas Terkena Covid-19,"Sumber: 
                    whatsapp.com                                             Tanggal publish: 13/12/2020",https://cekfakta.com/focus/5811
256,[SALAH] Ketua Tim Peneliti Pfizer: Vaksin Covid-19 Dapat Menyebabkan Kemandulan bagi Perempuan,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 12/12/2020",https://cekfakta.com/focus/5797
257,[SALAH] Telapak Kaki Relawan Melepuh Efek Samping Suntik Vaksin Covid-19,"Sumber: 
                     
                        twitter.com
 Tanggal publish: 12/12/2020",https://cekfakta.com/focus/5796
258,[SALAH] Jangan Datang ke Jalan Melong Cikawao karena Satu RT Positif Covid-19,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 11/12/2020",https://cekfakta.com/focus/5785
259,[SALAH] Sidak Masker di Wilayah Kabupaten Jepara Hingga 31 Desember 2020,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 10/12/2020",https://cekfakta.com/focus/5776
260,[SALAH] Minum Minyak Kayu Putih Melancarkan Napas Pasien Covid-19,"Sumber: 
                    Twitter                                             Tanggal publish: 10/12/2020",https://cekfakta.com/focus/5774
261,[SALAH] China Sembuh dari COVID-19 Tanpa Vaksin,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 08/12/2020",https://cekfakta.com/focus/5742
262,[SALAH] Gratis Langganan Netflix Selama Satu Tahun karena Pandemi Covid-19,"Sumber: 
                    whatsapp.com                                             Tanggal publish: 07/12/2020",https://cekfakta.com/focus/5729
263,[SALAH] Kopi Bisa Cegah dan Sembuhkan Covid-19,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 07/12/2020",https://cekfakta.com/focus/5724
264,"[SALAH] Foto Keadaan Rumah Sakit yang Sepi dari Pasien Covid-19 di Nevada, Amerika Serikat","Sumber: 
                     
                        twitter.com
 Tanggal publish: 04/12/2020",https://cekfakta.com/focus/5698
265,[SALAH] Kandungan Alumunium pada Vaksin Berbahaya bagi Otak,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 02/12/2020",https://cekfakta.com/focus/5687
266,[SALAH] “Korea Selatan Kelabakan Lihat Warganya Meninggal Satu Persatu Usai Disuntik Vaksin”,"Sumber: 
                    whatsapp.com                                             Tanggal publish: 28/11/2020",https://cekfakta.com/focus/5651
267,[SALAH] Nike Bagi-Bagi Ribuan Sepatu dan Masker,"Sumber: 
                    WhatsApp                                             Tanggal publish: 30/11/2020",https://cekfakta.com/focus/5648
268,[SALAH] Vaksin Covid-19 berbasis mRNA Dapat Mengubah DNA Manusia,"Sumber: 
                     
                        twitter.com
 Tanggal publish: 28/11/2020",https://cekfakta.com/focus/5647
269,"[SALAH] Kebijakan Ticketmaster, Wajibkan Vaksin Covid-19 Sebelum Menghadiri Konser","Sumber: 
                     
                        twitter.com
 Tanggal publish: 27/11/2020",https://cekfakta.com/focus/5637
270,[SALAH] Video Keramaian Stasiun Kereta Api di India Selama Pandemi COVID-19,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 26/11/2020",https://cekfakta.com/focus/5635
271,[SALAH] Video Pesan Terakhir Bupati Situbondo Sebelum Meninggal Akibat Covid-19,"Sumber: 
                    Facebook                                             Tanggal publish: 28/11/2020",https://cekfakta.com/focus/5625
272,[SALAH] Penyebab Flu Spanyol Adalah Bakteri dari Vaksin Meningitis,"Sumber: 
                    Facebook                                             Tanggal publish: 25/11/2020",https://cekfakta.com/focus/5621
273,[SALAH] Foto “Viral! Beredar Foto Anies Jenguk Rizieq yang Positif Covid-19”,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 24/11/2020",https://cekfakta.com/focus/5616
274,[SALAH] Video Biden Merayakan Ulang Tahun Tanpa Masker,"Sumber: 
                     
                        twitter.com
 Tanggal publish: 24/11/2020",https://cekfakta.com/focus/5614
275,[SALAH] Informasi Ditlantas Polda Gelar Razia Masker Seluruh Wilayah Indonesia,"Sumber: 
                    Facebook                                             Tanggal publish: 24/11/2020",https://cekfakta.com/focus/5611
276,[SALAH] Razia Masker Serentak di Seluruh Wilayah Indonesia dengan Denda Rp250.000,"Sumber: 
                    whatsapp.com                                             Tanggal publish: 23/11/2020",https://cekfakta.com/focus/5607
277,"[SALAH] “Akibat Suntik Vaksin dari Cina , Masyarakat Zimbabwe Terkena Penyakit Kulit Ber Air.”","Sumber: 
                     
                        facebook.com
 Tanggal publish: 20/11/2020",https://cekfakta.com/focus/5593
278,[SALAH] Foto Suasana Vaksinasi Covid-19 di Peru,"Sumber: 
                    Facebook                                             Tanggal publish: 19/11/2020",https://cekfakta.com/focus/5581
279,[SALAH] Menggunakan Masker Sebabkan Infeksi Staph,"Sumber: 
                     
                        Facebook.com
 Tanggal publish: 18/11/2020",https://cekfakta.com/focus/5579
280,[SALAH] Pepaya dan Kambing di Tanzania Positif Covid-19,"Sumber: 
                    Facebook                                             Tanggal publish: 17/11/2020",https://cekfakta.com/focus/5569
281,[SALAH] Covid-19 Bisa Sembuh Hanya Pakai Obat Kumur,"Sumber: 
                    TikTok                                             Tanggal publish: 16/11/2020",https://cekfakta.com/focus/5561
282,[SALAH] Luhut Positif Covid-19 dan Dilarikan ke RS Militer,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 11/11/2020",https://cekfakta.com/focus/5507
283,[SALAH] 48 Orang di Korea Selatan Meninggal Setelah Disuntik Vaksin COVID-19,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 09/11/2020",https://cekfakta.com/focus/5500
284,[SALAH] Kisah Dokter yang Kekasihnya Positif Covid-19 di Italia,"Sumber: 
                     
                        facebook.com
 Tanggal publish: 09/11/2020",https://cekfakta.com/focus/5494
285,[SALAH] Video Penangkapan Ketua Aliansi Dokter Sedunia Penyebar Hoaks Covid-19,"Sumber: 
                     
                        Facebook
 Tanggal publish: 04/11/2020",https://cekfakta.com/focus/5448
