judul,tanggal,link
[SALAH] Seorang Pria Tewas karena Makan Durian setelah Divaksin,12 Jul 2021,https://covid19.go.id/p/hoax-buster/salah-seorang-pria-tewas-karena-makan-durian-setelah-divaksin
[SALAH] FDA Amerika Sebut Invermectin Dapat Digunakan Untuk Sembuhkan Covid-19,12 Jul 2021,https://covid19.go.id/p/hoax-buster/salah-fda-amerika-sebut-invermectin-dapat-digunakan-untuk-sembuhkan-covid-19
[SALAH] SPBU Tutup Sementara dari 12 sampai 17 Juli 2021,11 Jul 2021,https://covid19.go.id/p/hoax-buster/salah-spbu-tutup-sementara-dari-12-sampai-17-juli-2021
[SALAH] Air Rebusan Bawang Putih Dapat Menyembuhkan Covid,10 Jul 2021,https://covid19.go.id/p/hoax-buster/salah-air-rebusan-bawang-putih-dapat-menyembuhkan-covid
[SALAH] “Gubernur Sumut Instruksikan Seluruh Masjid Buka Pintu Untuk Orang Ibadah”,09 Jul 2021,https://covid19.go.id/p/hoax-buster/salah-gubernur-sumut-instruksikan-seluruh-masjid-buka-pintu-untuk-orang-ibadah
[SALAH] Foto Mike Tyson Mengenakan Baju Bertuliskan “TRUST IN GOD NOT IN VACCINE”,04 Jul 2021,https://covid19.go.id/p/hoax-buster/salah-foto-mike-tyson-mengenakan-baju-bertuliskan-trust-god-not-vaccine
[SALAH] Gambar “praktis .. bisa dicoba .. pengganti tabung oksigen”,04 Jul 2021,https://covid19.go.id/p/hoax-buster/salah-gambar-praktis-bisa-dicoba-pengganti-tabung-oksigen
"[SALAH] Gambar Artikel Kompas.com Berjudul “SOLO BATASI KEGIATAN SAMPE JAM 8 MALAM KECUALI SEMANGGI , TERSERAH!!”",04 Jul 2021,https://covid19.go.id/p/hoax-buster/salah-gambar-artikel-kompascom-berjudul-solo-batasi-kegiatan-sampe-jam-8-malam-kecuali-semanggi-terserah
[SALAH] Video “Membuat oksigen dengan aerator akuarium”,03 Jul 2021,https://covid19.go.id/p/hoax-buster/salah-video-membuat-oksigen-dengan-aerator-akuarium
[SALAH] Foto “Orang India membuang ribuan berhala ke jalan karena ketidakmampuan mereka melindungi masyarakat dari virus Corona”,02 Jul 2021,https://covid19.go.id/p/hoax-buster/salah-foto-orang-india-membuang-ribuan-berhala-ke-jalan-karena-ketidakmampuan-mereka-melindungi-masyarakat-dari-virus-corona
[SALAH] “sekarang angkut mayat gak lg pake Ambulance”,02 Jul 2021,https://covid19.go.id/p/hoax-buster/salah-sekarang-angkut-mayat-gak-lg-pake-ambulance
[SALAH] Foto Daftar Obat Dari RS Yang Bisa Digunakan Sendiri oleh Pasien Covid-19,02 Jul 2021,https://covid19.go.id/p/hoax-buster/salah-foto-daftar-obat-dari-rs-yang-bisa-digunakan-sendiri-oleh-pasien-covid-19
"[SALAH] Perusahaan Biofarmasi Moderna, Inc Mengembangkan Vaksin Covid-19 Sebelum Munculnya Pandemi",02 Jul 2021,https://covid19.go.id/p/hoax-buster/salah-perusahaan-biofarmasi-moderna-inc-mengembangkan-vaksin-covid-19-sebelum-munculnya-pandemi
[SALAH] Terdapat Sanksi Bagi yang Berkendara Malam di Jakarta,01 Jul 2021,https://covid19.go.id/p/hoax-buster/salah-terdapat-sanksi-bagi-yang-berkendara-malam-di-jakarta
[SALAH] Video “Dibilang Corona Setelah Peti Dibuka Ternyata Matanya Diambil Tanpa Sepengetahuan Keluarga”,01 Jul 2021,https://covid19.go.id/p/hoax-buster/salah-video-dibilang-corona-setelah-peti-dibuka-ternyata-matanya-diambil-tanpa-sepengetahuan-keluarga
[SALAH] Gambar “Seruan Siaga 1 Majelis Ulama Indonesia”,01 Jul 2021,https://covid19.go.id/p/hoax-buster/salah-gambar-seruan-siaga-1-majelis-ulama-indonesia
[SALAH] Pesan Berantai BFL (Blood For Life) Indonesia untuk Kebutuhan Donor Darah,30 Jun 2021,https://covid19.go.id/p/hoax-buster/salah-pesan-berantai-bfl-blood-life-indonesia-untuk-kebutuhan-donor-darah
"[SALAH] Jateng Membludak, Media TV Hanya Liput Covid-19 di DKI Jakarta",24 Jun 2021,https://covid19.go.id/p/hoax-buster/salah-jateng-membludak-media-tv-hanya-liput-covid-19-di-dki-jakarta
[SALAH] Vaksinasi Massal Gratis 22 Juni 2021 di Kota Bogor untuk Umum 18 Tahun Ke Atas,24 Jun 2021,https://covid19.go.id/p/hoax-buster/salah-vaksinasi-massal-gratis-22-juni-2021-di-kota-bogor-untuk-umum-18-tahun-ke-atas
[SALAH] Konsumsi Nigella Oil Menghilangkan Pendarahan di Tenggorokan Orang yang Terdampak Covid,24 Jun 2021,https://covid19.go.id/p/hoax-buster/salah-konsumsi-nigella-oil-menghilangkan-pendarahan-di-tenggorokan-orang-yang-terdampak-covid
[SALAH] Pesan Berantai “SANDIWARA CORONA” dari Ikatan Dokter Indonesia (IDI),23 Jun 2021,https://covid19.go.id/p/hoax-buster/salah-pesan-berantai-sandiwara-corona-dari-ikatan-dokter-indonesia-idi
"[SALAH] Mengandung Virus Baru, Merek Handsanitizer ‘Farah’ Dapat Sebabkan Tangan Melepuh",23 Jun 2021,https://covid19.go.id/p/hoax-buster/salah-mengandung-virus-baru-merek-handsanitizer-farah-dapat-sebabkan-tangan-melepuh
[SALAH] Video Apel Persiapan Lockdown DKI,22 Jun 2021,https://covid19.go.id/p/hoax-buster/salah-video-apel-persiapan-lockdown-dki
[SALAH] Malaysia Dapat Tambahan 10 Ribu Kuota Haji Saat Lockdown,19 Jun 2021,https://covid19.go.id/p/hoax-buster/salah-malaysia-dapat-tambahan-10-ribu-kuota-haji-saat-lockdown
"[SALAH] “Ini sinetron Bajay Bajuri thn 2002,sdh mau 20 thn ternyata jadi kenyataan”",19 Jun 2021,https://covid19.go.id/p/hoax-buster/salah-ini-sinetron-bajay-bajuri-thn-2002sdh-mau-20-thn-ternyata-jadi-kenyataan
[SALAH] “TAK TERTOLONG..!!! SELAMAT JALAN FADLIZON. ADA KEJANGGALAN ATAS KEPERGIAN NYA HINGGA SEPERTI INI”,18 Jun 2021,https://covid19.go.id/p/hoax-buster/salah-tak-tertolong-selamat-jalan-fadlizon-ada-kejanggalan-atas-kepergian-nya-hingga-seperti-ini
[SALAH] Link Subsidi Pulsa 200 Ribu dan Kuota 125 GB Kemendikbud RI,18 Jun 2021,https://covid19.go.id/p/hoax-buster/salah-link-subsidi-pulsa-200-ribu-dan-kuota-125-gb-kemendikbud-ri
"[SALAH] “Pemkot Pekanbaru, Riau menarik vaksin Covid-19 karena keampuhan vaksin masih tarik ulur”",17 Jun 2021,https://covid19.go.id/p/hoax-buster/salah-pemkot-pekanbaru-riau-menarik-vaksin-covid-19-karena-keampuhan-vaksin-masih-tarik-ulur
[SALAH] Pesepakbola Christian Eriksen Terkena Serangan Jantung setelah Divaksin,16 Jun 2021,https://covid19.go.id/p/hoax-buster/salah-pesepakbola-christian-eriksen-terkena-serangan-jantung-setelah-divaksin
Awas Hoaks: Menerima Donor Darah dari Orang yang Sudah Divaksinasi COVID-19 Berbahaya,07 Jun 2021,https://covid19.go.id/p/hoax-buster/awas-hoaks-menerima-donor-darah-dari-orang-yang-sudah-divaksinasi-covid-19-berbahaya
Awas Hoaks: Anak-Anak Kebal Terhadap Virus COVID-19,06 Jun 2021,https://covid19.go.id/p/hoax-buster/awas-hoaks-anak-anak-kebal-terhadap-virus-covid-19
[SALAH] Foto-foto “Orang Mati COVID-19 yang Dilempar ke Laut Tiba di Laut Sabah”,06 Jun 2021,https://covid19.go.id/p/hoax-buster/salah-foto-foto-orang-mati-covid-19-yang-dilempar-ke-laut-tiba-di-laut-sabah
[SALAH] Video “MALAYSIA MENYEDIHKAN LUR”,06 Jun 2021,https://covid19.go.id/p/hoax-buster/salah-video-malaysia-menyedihkan-lur
[SALAH] Bahaya Donor Darah Dari Orang yang Sudah Divaksin Covid-19,04 Jun 2021,https://covid19.go.id/p/hoax-buster/salah-bahaya-donor-darah-dari-orang-yang-sudah-divaksin-covid-19
[SALAH] Video 450 Kantong Jenazah Covid-19 Berisikan Kertas,04 Jun 2021,https://covid19.go.id/p/hoax-buster/salah-video-450-kantong-jenazah-covid-19-berisikan-kertas
[SALAH] Menerima Donor Darah dari Orang yang Sudah di Vaksinasi Covid-19 Berbahaya,04 Jun 2021,https://covid19.go.id/p/hoax-buster/salah-menerima-donor-darah-dari-orang-yang-sudah-di-vaksinasi-covid-19-berbahaya
[SALAH] Suntikan Vaksin Kosong di Indonesia,31 Mei 2021,https://covid19.go.id/p/hoax-buster/salah-suntikan-vaksin-kosong-di-indonesia
[SALAH] Tautan Subsidi Pulsa dan Kuota Kemendikbud Periode Lebaran,30 Mei 2021,https://covid19.go.id/p/hoax-buster/salah-tautan-subsidi-pulsa-dan-kuota-kemendikbud-periode-lebaran
"[SALAH] Campuran Air Kelapa Muda, Jeruk Nipis dan Garam dapat Menyembuhkan Covid-19",30 Mei 2021,https://covid19.go.id/p/hoax-buster/salah-campuran-air-kelapa-muda-jeruk-nipis-dan-garam-dapat-menyembuhkan-covid-19
[SALAH] Akun Facebook Bupati Mojokerto Menawarkan Dana Bantuan,29 Mei 2021,https://covid19.go.id/p/hoax-buster/salah-akun-facebook-bupati-mojokerto-menawarkan-dana-bantuan
"[SALAH] Tangkapan Layar “hati2,,, rakyat akan dibunuh vaksin Cina,,,!” Video CNN Indonesia",29 Mei 2021,https://covid19.go.id/p/hoax-buster/salah-tangkapan-layar-hati2-rakyat-akan-dibunuh-vaksin-cina-video-cnn-indonesia
[SALAH] Link Pendaftaran dan Data Penerima Bantuan UMKM Tahap-3,29 Mei 2021,https://covid19.go.id/p/hoax-buster/salah-link-pendaftaran-dan-data-penerima-bantuan-umkm-tahap-3
Awas Hoaks - Vaksin COVID-19 Mengandung Magnet,28 Mei 2021,https://covid19.go.id/p/hoax-buster/awas-hoaks-vaksin-covid-19-mengandung-magnet
"[SALAH] Setelah Divaksin, Tubuh Punya Daya Magnetis dan Dapat Dikoneksikan ke Bluetooth",27 Mei 2021,https://covid19.go.id/p/hoax-buster/salah-setelah-divaksin-tubuh-punya-daya-magnetis-dan-dapat-dikoneksikan-ke-bluetooth
Awas Hoaks: Gejala Baru pada Virus COVID-19 yang Bermutasi,25 Mei 2021,https://covid19.go.id/p/hoax-buster/awas-hoaks-gejala-baru-pada-virus-covid-19-yang-bermutasi
[SALAH] Polisi Membubarkan Massa Aksi Bela Palestina di Solo dengan Tembakan,25 Mei 2021,https://covid19.go.id/p/hoax-buster/salah-polisi-membubarkan-massa-aksi-bela-palestina-di-solo-dengan-tembakan
"Awas Hoaks - ""Obat dan Bahan Herbal Mencegah COVID""",24 Mei 2021,https://covid19.go.id/p/hoax-buster/awas-hoaks-obat-dan-bahan-herbal-mencegah-covid
"[SALAH] Berada Di Sekitar Orang yang Baru Divaksin, Dapat Sebabkan Gangguan Menstruasi Pada Wanita",23 Mei 2021,https://covid19.go.id/p/hoax-buster/salah-berada-di-sekitar-orang-yang-baru-divaksin-dapat-sebabkan-gangguan-menstruasi-pada-wanita
[SALAH] Memakan Bawang Merah dan Meneteskan Air Perasan Lemon ke Hidung Dapat Mengobati Covid-19,23 Mei 2021,https://covid19.go.id/p/hoax-buster/salah-memakan-bawang-merah-dan-meneteskan-air-perasan-lemon-ke-hidung-dapat-mengobati-covid-19
[SALAH] Gubernur NTB Perbolehkan Mudik Warganya,21 Mei 2021,https://covid19.go.id/p/hoax-buster/salah-gubernur-ntb-perbolehkan-mudik-warganya
[SALAH] Vaksin Covid-19 Mengandung Microchip Magnetik,21 Mei 2021,https://covid19.go.id/p/hoax-buster/salah-vaksin-covid-19-mengandung-microchip-magnetik
[SALAH] Video “Warga Malaysia antri nginep di stadion shah alam…semua positif covid 19”,20 Mei 2021,https://covid19.go.id/p/hoax-buster/salah-video-warga-malaysia-antri-nginep-di-stadion-shah-alamsemua-positif-covid-19
[SALAH] Obat dan Bahan Herbal Mencegah Covid,20 Mei 2021,https://covid19.go.id/p/hoax-buster/salah-obat-dan-bahan-herbal-mencegah-covid
[SALAH] Video Warga Mudik Lewat Sungai,09 Mei 2021,https://covid19.go.id/p/hoax-buster/salah-video-warga-mudik-lewat-sungai
[SALAH] Video Kemacetan Jalan Tikus yang Dipenuhi Pemudik,09 Mei 2021,https://covid19.go.id/p/hoax-buster/salah-video-kemacetan-jalan-tikus-yang-dipenuhi-pemudik
[SALAH] Video Warga India Menyerang Kendaraan Tenaga Medis dan Menolak PCR,09 Mei 2021,https://covid19.go.id/p/hoax-buster/salah-video-warga-india-menyerang-kendaraan-tenaga-medis-dan-menolak-pcr
[SALAH] Mendeteksi Virus Corona dengan Menahan Napas 10 Detik,08 Mei 2021,https://covid19.go.id/p/hoax-buster/salah-mendeteksi-virus-corona-dengan-menahan-napas-10-detik
"[SALAH] Karena Suramadu Ditutup, Para Pemudik Terpaksa Berenang di Laut",08 Mei 2021,https://covid19.go.id/p/hoax-buster/salah-karena-suramadu-ditutup-para-pemudik-terpaksa-berenang-di-laut
Awas Hoaks - 10 Dokter Wafat karena COVID-19 dalam Waktu 24 Jam setelah Disuntik Vaksin,07 Mei 2021,https://covid19.go.id/p/hoax-buster/awas-hoaks-10-dokter-wafat-karena-covid-19-dalam-waktu-24-jam-setelah-disuntik-vaksin
Awas Hoaks - Video Mudik Lebaran Diperbolehkan,06 Mei 2021,https://covid19.go.id/p/hoax-buster/awas-hoaks-video-mudik-lebaran-diperbolehkan
[SALAH] Foto “Persiapan penutupan jalan tanggal 6 mei”,06 Mei 2021,https://covid19.go.id/p/hoax-buster/salah-foto-persiapan-penutupan-jalan-tanggal-6-mei
Awas Hoaks - Kemenhub jadikan Larangan Mudik Ladang Bisnis dengan Jualan Stiker Khusus Bus,05 Mei 2021,https://covid19.go.id/p/hoax-buster/awas-hoaks-kemenhub-jadikan-larangan-mudik-ladang-bisnis-dengan-jualan-stiker-khusus-bus
[SALAH] Foto Hasil CT Scan Paru-Paru Orang Yang Telah Divaksin dan Belum Divaksin,05 Mei 2021,https://covid19.go.id/p/hoax-buster/salah-foto-hasil-ct-scan-paru-paru-orang-yang-telah-divaksin-dan-belum-divaksin
[SALAH] Foto “Kremasi massal saat melonjaknya jumlah kasus infeksi Covid-19 India”,04 Mei 2021,https://covid19.go.id/p/hoax-buster/salah-foto-kremasi-massal-saat-melonjaknya-jumlah-kasus-infeksi-covid-19-india
[SALAH] Akun Facebook Wali Kota Bogor Tawarkan Bantuan Modal Usaha,03 Mei 2021,https://covid19.go.id/p/hoax-buster/salah-akun-facebook-wali-kota-bogor-tawarkan-bantuan-modal-usaha
[SALAH] Link Bantuan Pulsa 200 Ribu dan Kuota 105 GB dari Kemendikbud,24 Apr 2021,https://covid19.go.id/p/hoax-buster/salah-link-bantuan-pulsa-200-ribu-dan-kuota-105-gb-dari-kemendikbud
Awas Hoaks: Makan Bawang Mentah dan Garam Bisa Ubah Positif COVID-19 Menjadi Negatif Setelah 15 Menit,24 Apr 2021,https://covid19.go.id/p/hoax-buster/awas-hoaks-makan-bawang-mentah-dan-garam-bisa-ubah-positif-covid-19-menjadi-negatif-setelah-15-menit
"[SALAH] Video “ini terjadi di India, varian baru menyebabkan happy hypoxia”",24 Apr 2021,https://covid19.go.id/p/hoax-buster/salah-video-ini-terjadi-di-india-varian-baru-menyebabkan-happy-hypoxia
"[SALAH] Menghirup Kapur Barus, Cengkeh, Biji Karom, dan Minyak Kayu Putih dapat Meredakan Sesak Nafas Akibat Infeksi COVID-19",23 Apr 2021,https://covid19.go.id/p/hoax-buster/salah-menghirup-kapur-barus-cengkeh-biji-karom-dan-minyak-kayu-putih-dapat-meredakan-sesak-nafas-akibat-infeksi-covid-19
[SALAH] Foto Seorang Anak Memberikan Masker Gratis Kepada Warga Tidak Mampu,23 Apr 2021,https://covid19.go.id/p/hoax-buster/salah-foto-seorang-anak-memberikan-masker-gratis-kepada-warga-tidak-mampu
[SALAH] Video “salah satu pejabat pemerintah Denmark meregang nyawa saat mengumumkan pelarangan vax astrazeneca”,21 Apr 2021,https://covid19.go.id/p/hoax-buster/salah-video-salah-satu-pejabat-pemerintah-denmark-meregang-nyawa-saat-mengumumkan-pelarangan-vax-astrazeneca
[SALAH] Makan Bawang Mentah dan Garam bisa Ubah Positif Covid-19 Menjadi Negatif setelah 15 Menit,21 Apr 2021,https://covid19.go.id/p/hoax-buster/salah-makan-bawang-mentah-dan-garam-bisa-ubah-positif-covid-19-menjadi-negatif-setelah-15-menit
"[SALAH] Kenaikan Limfosit Usai Vaksin, Sebabkan Kematian",21 Apr 2021,https://covid19.go.id/p/hoax-buster/salah-kenaikan-limfosit-usai-vaksin-sebabkan-kematian
[SALAH] Video Membuang Uang di Times Square untuk Teman Baiknya yang Meninggal karena Covid-19,20 Apr 2021,https://covid19.go.id/p/hoax-buster/salah-video-membuang-uang-di-times-square-untuk-teman-baiknya-yang-meninggal-karena-covid-19
"Awas Hoaks: ""Asidosis Laktat Sebabkan Hasil Tes PCR Selalu Positif COVID-19""",19 Apr 2021,https://covid19.go.id/p/hoax-buster/awas-hoaks-asidosis-laktat-sebabkan-hasil-tes-pcr-selalu-positif-covid-19
[SALAH] Video Seorang Kakek Ditahan Karena Tidak Memakai Masker Setelah Vaksinasi,19 Apr 2021,https://covid19.go.id/p/hoax-buster/salah-video-seorang-kakek-ditahan-karena-tidak-memakai-masker-setelah-vaksinasi
[SALAH] Seluruh Hewan Percobaan Vaksin Covid-19 Terbukti Mati Karena Suntik Vaksin,19 Apr 2021,https://covid19.go.id/p/hoax-buster/salah-seluruh-hewan-percobaan-vaksin-covid-19-terbukti-mati-karena-suntik-vaksin
[SALAH] Pemerintah Inggris Menurunkan Status Covid-19 Karena Covid-19 Bisa Sembuh dengan Paracetamol,13 Apr 2021,https://covid19.go.id/p/hoax-buster/salah-pemerintah-inggris-menurunkan-status-covid-19-karena-covid-19-bisa-sembuh-dengan-paracetamol
[SALAH] Penggunaan Masker dapat Menyebabkan Kematian Akibat Covid-19,11 Apr 2021,https://covid19.go.id/p/hoax-buster/salah-penggunaan-masker-dapat-menyebabkan-kematian-akibat-covid-19
[SALAH] Foto “Munarman udah divaksin”,10 Apr 2021,https://covid19.go.id/p/hoax-buster/salah-foto-munarman-udah-divaksin
Awas Hoaks: Masker impor dari China ada cacing/ulat,10 Apr 2021,https://covid19.go.id/p/hoax-buster/awas-hoaks-masker-impor-dari-china-ada-cacingulat
Awas Hoaks: Vaksin Sinovac Mandiri Seharga Rp.600 Ribu,09 Apr 2021,https://covid19.go.id/p/hoax-buster/awas-hoaks-vaksin-sinovac-mandiri-seharga-rp600-ribu
[SALAH] Pembersih Alat Rapid Test Corona Bisa Sebabkan Kanker,09 Apr 2021,https://covid19.go.id/p/hoax-buster/salah-pembersih-alat-rapid-test-corona-bisa-sebabkan-kanker
[SALAH] “Masker impor china ada cacing atau ulat”,08 Apr 2021,https://covid19.go.id/p/hoax-buster/salah-masker-impor-china-ada-cacing-atau-ulat
[SALAH] Muhammadiyah Larang Masyarakat dengan KTP Non-Islam Ikut Vaksin,08 Apr 2021,https://covid19.go.id/p/hoax-buster/salah-muhammadiyah-larang-masyarakat-dengan-ktp-non-islam-ikut-vaksin
[SALAH] Vaksin Melemahkan Kekuatan TNI,08 Apr 2021,https://covid19.go.id/p/hoax-buster/salah-vaksin-melemahkan-kekuatan-tni
"[SALAH] Artikel berjudul “China Tidak Bisa Berbohong Lagi, WHO Akhirnya Bongkar Asal Usul Virus Corona yang Sebenarnya, Benarkah Dunia Sudah Dibohongi Selama Ini?”",07 Apr 2021,https://covid19.go.id/p/hoax-buster/salah-artikel-berjudul-china-tidak-bisa-berbohong-lagi-who-akhirnya-bongkar-asal-usul-virus-corona-yang-sebenarnya-benarkah-dunia-sudah-dibohongi-selama-ini
"[SALAH] Video “Lebih banyak mayat bertumpuk akibat COVID, tapi salah satunya menghisap rokok”",06 Apr 2021,https://covid19.go.id/p/hoax-buster/salah-video-lebih-banyak-mayat-bertumpuk-akibat-covid-tapi-salah-satunya-menghisap-rokok
[SALAH] Website Portal Vaksin Covid-19 “corporate-realty.co”,06 Apr 2021,https://covid19.go.id/p/hoax-buster/salah-website-portal-vaksin-covid-19-corporate-realtyco
[SALAH] “setelah vaksin Covid-19 selama 5 bulan tak boleh minum yg mengandung alkohol”,28 Mar 2021,https://covid19.go.id/p/hoax-buster/salah-setelah-vaksin-covid-19-selama-5-bulan-tak-boleh-minum-yg-mengandung-alkohol
Awas Hoaks: Pernyataan IDI terkait Pandemi COVID-19,26 Mar 2021,https://covid19.go.id/p/hoax-buster/awas-hoaks-pernyataan-idi-terkait-pandemi-covid-19
"[SALAH] Vaksin Berbasis mRna, Dapat Menyebabkan Kanker",25 Mar 2021,https://covid19.go.id/p/hoax-buster/salah-vaksin-berbasis-mrna-dapat-menyebabkan-kanker
[SALAH] “Yg vaksin jgn Lupa Kalau bisa sesuaikan Surat vaccine Nanti itu namanya sesuai Passport”,25 Mar 2021,https://covid19.go.id/p/hoax-buster/salah-yg-vaksin-jgn-lupa-kalau-bisa-sesuaikan-surat-vaccine-nanti-itu-namanya-sesuai-passport
Awas Misinformasi: Nama di Surat Vaksinasi Harus Sesuai dengan Paspor,25 Mar 2021,https://covid19.go.id/p/hoax-buster/awas-misinformasi-nama-di-surat-vaksinasi-harus-sesuai-dengan-paspor
Awas Hoaks - 17 Negara Melarang Penyebaran Vaksin AstraZeneca,24 Mar 2021,https://covid19.go.id/p/hoax-buster/awas-hoaks-17-negara-melarang-penyebaran-vaksin-astrazeneca
[SALAH] Video “kelakuan Yahudi ngebohongin dunia se olah² di vaccine padahal tdk”,24 Mar 2021,https://covid19.go.id/p/hoax-buster/salah-video-kelakuan-yahudi-ngebohongin-dunia-se-olah-di-vaccine-padahal-tdk
[SALAH] “Tulisan ini dari kawan-kawan komunitas IDI (Ikatan Dokter Indonesia)”,24 Mar 2021,https://covid19.go.id/p/hoax-buster/salah-tulisan-ini-dari-kawan-kawan-komunitas-idi-ikatan-dokter-indonesia
[SALAH] Tentara Angkatan Laut Australia Mengalami Efek Samping Parah setelah Divaksin Covid-19,23 Mar 2021,https://covid19.go.id/p/hoax-buster/salah-tentara-angkatan-laut-australia-mengalami-efek-samping-parah-setelah-divaksin-covid-19
[SALAH] Pengumuman Jadwal Vaksinasi untuk Umum di Wilayah Jawa Barat Maret 2021 oleh Gubernur,22 Mar 2021,https://covid19.go.id/p/hoax-buster/salah-pengumuman-jadwal-vaksinasi-untuk-umum-di-wilayah-jawa-barat-maret-2021-oleh-gubernur
[SALAH] Foto Gubernur Korea Selatan Menggunakan Jaket saat Divaksin,21 Mar 2021,https://covid19.go.id/p/hoax-buster/salah-foto-gubernur-korea-selatan-menggunakan-jaket-saat-divaksin
[SALAH] 17 Negara Melarang Penyebaran Vaksin AstraZeneca,21 Mar 2021,https://covid19.go.id/p/hoax-buster/salah-17-negara-melarang-penyebaran-vaksin-astrazeneca
"Awas Hoaks - ""Lebih Mudah Terinfeksi COVID-19 Setelah Divaksin""",14 Mar 2021,https://covid19.go.id/p/hoax-buster/awas-hoaks-lebih-mudah-terinfeksi-covid-19-setelah-divaksin
[SALAH] Pesan Berantai Whatsapp Bantuan Sosial Finansial Rp3.550.000 Dari BPJS Kesehatan,13 Mar 2021,https://covid19.go.id/p/hoax-buster/salah-pesan-berantai-whatsapp-bantuan-sosial-finansial-rp3550000-dari-bpjs-kesehatan
"[SALAH] “Vaksin Sinovac, Vaksin yg sebenarnya di peruntukkan untuk ayam”",13 Mar 2021,https://covid19.go.id/p/hoax-buster/salah-vaksin-sinovac-vaksin-yg-sebenarnya-di-peruntukkan-untuk-ayam
[SALAH] Rusia Menemukan bahwa Covid-19 Tidak Disebabkan oleh Virus,12 Mar 2021,https://covid19.go.id/p/hoax-buster/salah-rusia-menemukan-bahwa-covid-19-tidak-disebabkan-oleh-virus
"[SALAH] Bio Farma Mengadakan Vaksinasi Covid-19 pada Jumat, 12 Maret 2021",12 Mar 2021,https://covid19.go.id/p/hoax-buster/salah-bio-farma-mengadakan-vaksinasi-covid-19-pada-jumat-12-maret-2021
[SALAH] Vaksin Sinovac berisikan Virus Hidup yang dilemahkan serta mengandung Sel Vero dan Bahan-Bahan Berbahaya,11 Mar 2021,https://covid19.go.id/p/hoax-buster/salah-vaksin-sinovac-berisikan-virus-hidup-yang-dilemahkan-serta-mengandung-sel-vero-dan-bahan-bahan-berbahaya
[SALAH] Video “Vaksinasi di.mall T.Anggrek”,11 Mar 2021,https://covid19.go.id/p/hoax-buster/salah-video-vaksinasi-dimall-tanggrek
[SALAH] Menghirup Uap Panas Teh Herbal Dapat Mencegah dan Menyembuhkan COVID-19,10 Mar 2021,https://covid19.go.id/p/hoax-buster/salah-menghirup-uap-panas-teh-herbal-dapat-mencegah-dan-menyembuhkan-covid-19
[SALAH] Pesan Berantai Video “Potensi Bahaya Vaksin COVID-19”,07 Mar 2021,https://covid19.go.id/p/hoax-buster/salah-pesan-berantai-video-potensi-bahaya-vaksin-covid-19
[SALAH] Uap Panas Hasil Rebusan Daun Jambu dapat Mengobati Covid-19,07 Mar 2021,https://covid19.go.id/p/hoax-buster/salah-uap-panas-hasil-rebusan-daun-jambu-dapat-mengobati-covid-19
[SALAH] Vaksin Moderna Dirancang untuk Mengubah DNA Manusia,07 Mar 2021,https://covid19.go.id/p/hoax-buster/salah-vaksin-moderna-dirancang-untuk-mengubah-dna-manusia
[SALAH] Pemberian Vaksin Covid-19 oleh Badan Litbangkes,06 Mar 2021,https://covid19.go.id/p/hoax-buster/salah-pemberian-vaksin-covid-19-oleh-badan-litbangkes
[SALAH] “kenapa semua nya meninggal dengan ciri ciri penyebab yg sama seperti korban vaksin Covid-19 lain di luar negeri”,05 Mar 2021,https://covid19.go.id/p/hoax-buster/salah-kenapa-semua-nya-meninggal-dengan-ciri-ciri-penyebab-yg-sama-seperti-korban-vaksin-covid-19-lain-di-luar-negeri
[SALAH] Link Program Bantuan Pulsa 200 Ribu dan Kuota 75 GB,05 Mar 2021,https://covid19.go.id/p/hoax-buster/salah-link-program-bantuan-pulsa-200-ribu-dan-kuota-75-gb
[SALAH] Vaksinasi di PPSDMK Cukup Bawa KTP Sebagai Syarat,04 Mar 2021,https://covid19.go.id/p/hoax-buster/salah-vaksinasi-di-ppsdmk-cukup-bawa-ktp-sebagai-syarat
[SALAH] Masa Lockdown di Kanada Berakhir Sejak 1 Maret 2021,03 Mar 2021,https://covid19.go.id/p/hoax-buster/salah-masa-lockdown-di-kanada-berakhir-sejak-1-maret-2021
"[SALAH] “Anosmia Bukan Gejala khas Virus, Minum aja Mecobalamin 5 cap setiap 1 jam sampai diare ringan”",01 Mar 2021,https://covid19.go.id/p/hoax-buster/salah-anosmia-bukan-gejala-khas-virus-minum-aja-mecobalamin-5-cap-setiap-1-jam-sampai-diare-ringan
"[SALAH] Bantuan 3,5 Juta dari Pemerintah untuk Seluruh Pemilik E-KTP",27 Feb 2021,https://covid19.go.id/p/hoax-buster/salah-bantuan-35-juta-dari-pemerintah-untuk-seluruh-pemilik-e-ktp
[SALAH] Akun WhatsApp Juru Bicara Vaksinasi Covid-19 Meminta Sejumlah Dana,27 Feb 2021,https://covid19.go.id/p/hoax-buster/salah-akun-whatsapp-juru-bicara-vaksinasi-covid-19-meminta-sejumlah-dana
[SALAH] Demonstrasi Memprotes Kebijakan Covid-19 di Romania,26 Feb 2021,https://covid19.go.id/p/hoax-buster/salah-demonstrasi-memprotes-kebijakan-covid-19-di-romania
[SALAH] Memakai Masker Secara Terus Menerus Akan Menyebabkan Kanker Paru-Paru,25 Feb 2021,https://covid19.go.id/p/hoax-buster/salah-memakai-masker-secara-terus-menerus-akan-menyebabkan-kanker-paru-paru
