judul,tanggal,link
Pimpinan DPR Minta Publik Tak Terpancing Isu Perpanjangan Jabatan Presiden,"detikNewsJumat, 03 Sep 2021 14:41 WIB",https://news.detik.com/berita/d-5708390/pimpinan-dpr-minta-publik-tak-terpancing-isu-perpanjangan-jabatan-presiden
SIMAK! Ini Cara Lengkap Dapat Diskon Listrik PLN September 2021,"detikFinanceJumat, 03 Sep 2021 14:41 WIB",https://finance.detik.com/energi/d-5708388/simak-ini-cara-lengkap-dapat-diskon-listrik-pln-september-2021
"Kasus Corona di India Naik Lagi, Ancaman Gelombang Baru Makin Nyata","detikHealthJumat, 03 Sep 2021 14:40 WIB",https://health.detik.com/berita-detikhealth/d-5708384/kasus-corona-di-india-naik-lagi-ancaman-gelombang-baru-makin-nyata
"NIK dan Sertifikat Vaksin Jokowi Bocor, Menkes Tutup Sementara Data Pejabat","detikNewsJumat, 03 Sep 2021 14:39 WIB",https://news.detik.com/berita/d-5708383/nik-dan-sertifikat-vaksin-jokowi-bocor-menkes-tutup-sementara-data-pejabat
IDI Pertanyakan Keilmuan Dokter di Enrekang Sebut Pasien COVID Tak Pernah Ada,"detikNewsJumat, 03 Sep 2021 14:31 WIB",https://news.detik.com/berita/d-5708371/idi-pertanyakan-keilmuan-dokter-di-enrekang-sebut-pasien-covid-tak-pernah-ada
Gubsu Edy: 494 Anak di Sumut Kehilangan Orang Tua karena COVID-19,"detikNewsJumat, 03 Sep 2021 14:26 WIB",https://news.detik.com/berita/d-5708366/gubsu-edy-494-anak-di-sumut-kehilangan-orang-tua-karena-covid-19
"Anies Sebut 2,7 Juta Warga Ber-KTP DKI Belum Ada Inisiatif Vaksin COVID","detikNewsJumat, 03 Sep 2021 14:25 WIB",https://news.detik.com/berita/d-5708363/anies-sebut-27-juta-warga-ber-ktp-dki-belum-ada-inisiatif-vaksin-covid
"Insentif Nakes RSUD Cuma Sampai Oktober 2020, Kejari Magetan Turun Tangan","detikNewsJumat, 03 Sep 2021 14:20 WIB",https://news.detik.com/berita-jawa-timur/d-5708358/insentif-nakes-rsud-cuma-sampai-oktober-2020-kejari-magetan-turun-tangan
Bamsoet Tegaskan Pentingnya Pembangunan Mental Melalui Sosialisasi 4 Pilar,"detikNewsJumat, 03 Sep 2021 14:15 WIB",https://news.detik.com/berita/d-5708334/bamsoet-tegaskan-pentingnya-pembangunan-mental-melalui-sosialisasi-4-pilar
"Mau Bikin Pesta Belanja Bertabur Diskon, Gibran Kejar PPKM Level 2","detikFinanceJumat, 03 Sep 2021 14:12 WIB",https://finance.detik.com/berita-ekonomi-bisnis/d-5708328/mau-bikin-pesta-belanja-bertabur-diskon-gibran-kejar-ppkm-level-2
"Sikapi Kesejahteraan Petani, DPRD Desak Pemprov Jatim Tentukan Harga Porang","detikNewsJumat, 03 Sep 2021 14:09 WIB",https://news.detik.com/berita-jawa-timur/d-5708316/sikapi-kesejahteraan-petani-dprd-desak-pemprov-jatim-tentukan-harga-porang
RI-UEA Mau Geber Kerja Sama Industri Kesehatan hingga Pangan,"detikFinanceJumat, 03 Sep 2021 14:02 WIB",https://finance.detik.com/berita-ekonomi-bisnis/d-5708314/ri-uea-mau-geber-kerja-sama-industri-kesehatan-hingga-pangan
"Tingkatkan Sektor Pertanian, Mentan Dorong Papua Cetak SDM Unggul","detikNewsJumat, 03 Sep 2021 13:59 WIB",https://news.detik.com/berita/d-5708311/tingkatkan-sektor-pertanian-mentan-dorong-papua-cetak-sdm-unggul
Memang Iya Makan Banyak Bikin Naik Imun? Yuk Ngobrol sama Yulia Baltschun,"detikHealthJumat, 03 Sep 2021 13:58 WIB",https://health.detik.com/berita-detikhealth/d-5708307/memang-iya-makan-banyak-bikin-naik-imun-yuk-ngobrol-sama-yulia-baltschun
"Mirip Indonesia, Thailand Mulai Bolehkan Restoran hingga Mal Dibuka","detikTravelJumat, 03 Sep 2021 13:45 WIB",https://travel.detik.com/travel-news/d-5708263/mirip-indonesia-thailand-mulai-bolehkan-restoran-hingga-mal-dibuka
Kominfo-Kemenkes-BSSN Usut Beredarnya Sertifikat Vaksinasi Jokowi,"detikInetJumat, 03 Sep 2021 13:35 WIB",https://inet.detik.com/cyberlife/d-5708282/kominfo-kemenkes-bssn-usut-beredarnya-sertifikat-vaksinasi-jokowi
100 Ton Oksigen Disebar ke Rumah Sakit di Tiga Provinsi,"detikFinanceJumat, 03 Sep 2021 13:34 WIB",https://finance.detik.com/industri/d-5708474/100-ton-oksigen-disebar-ke-rumah-sakit-di-tiga-provinsi
Anggota DPR Minta Penyebar Sertifikat Vaksinasi Jokowi Dicari!,"detikNewsJumat, 03 Sep 2021 13:25 WIB",https://news.detik.com/berita/d-5708265/anggota-dpr-minta-penyebar-sertifikat-vaksinasi-jokowi-dicari
Fadjroel Harap Ada Langkah Khusus Tangani Sertifikat Vaksinasi Jokowi Beredar,"detikNewsJumat, 03 Sep 2021 13:22 WIB",https://news.detik.com/berita/d-5708248/fadjroel-harap-ada-langkah-khusus-tangani-sertifikat-vaksinasi-jokowi-beredar
Live! e-Life: 'Lepas Si Kecil Sekolah Tatap Muka Tanpa Cemas',"detikHealthJumat, 03 Sep 2021 13:22 WIB",https://health.detik.com/berita-detikhealth/d-5708247/live-e-life-lepas-si-kecil-sekolah-tatap-muka-tanpa-cemas
MCW Sebut Ada Dugaan Pungli Pemakaman COVID-19 di Kota Malang,"detikNewsJumat, 03 Sep 2021 13:19 WIB",https://news.detik.com/berita-jawa-timur/d-5708245/mcw-sebut-ada-dugaan-pungli-pemakaman-covid-19-di-kota-malang
Hasil Memuaskan Mix Vaksin Sinovac-AstraZeneca yang Diuji Thailand,"detikHealthJumat, 03 Sep 2021 13:18 WIB",https://health.detik.com/detiktv/d-5708244/hasil-memuaskan-mix-vaksin-sinovac-astrazeneca-yang-diuji-thailand
Pembelaan dari Sahabat DPR atas Cap 'DPR 2019-2024 Terburuk Sepanjang Sejarah',"detikNewsJumat, 03 Sep 2021 13:16 WIB",https://news.detik.com/berita/d-5708241/pembelaan-dari-sahabat-dpr-atas-cap-dpr-2019-2024-terburuk-sepanjang-sejarah
"""Medical Tourism"" dan Antisipasi ""Revenge Travel""","detikNewsJumat, 03 Sep 2021 13:15 WIB",https://news.detik.com/kolom/d-5707660/medical-tourism-dan-antisipasi-revenge-travel
Pria Ditembak Mati Usai Tusuk 6 Orang di Supermarket Selandia Baru,"detikNewsJumat, 03 Sep 2021 13:00 WIB",https://news.detik.com/internasional/d-5708226/pria-ditembak-mati-usai-tusuk-6-orang-di-supermarket-selandia-baru
Anies Kini Sebut Capaian Vaksin DKI Diraih Berkat Kerja Kolosal,"detikNewsJumat, 03 Sep 2021 12:57 WIB",https://news.detik.com/berita/d-5708220/anies-kini-sebut-capaian-vaksin-dki-diraih-berkat-kerja-kolosal
"Kasus COVID-19 Melandai, Ganjil Genap di Kota Cirebon Disetop Sementara","detikNewsJumat, 03 Sep 2021 12:56 WIB",https://news.detik.com/berita-jawa-barat/d-5708219/kasus-covid-19-melandai-ganjil-genap-di-kota-cirebon-disetop-sementara
Penerbangan AirAsia Setop Sementara Sampai 30 September,"detikTravelJumat, 03 Sep 2021 12:50 WIB",https://travel.detik.com/travel-news/d-5708067/penerbangan-airasia-setop-sementara-sampai-30-september
Kementerian Kesehatan Thailand Mengatakan Perpaduan Vaksin Sinovac-AstraZeneca Aman,"detikNewsJumat, 03 Sep 2021 12:32 WIB",https://news.detik.com/abc-australia/d-5708152/kementerian-kesehatan-thailand-mengatakan-perpaduan-vaksin-sinovac-astrazeneca-aman
"Gage Diterapkan di Bandung, Walkot Oded : Menekan Laju COVID-19","detikNewsJumat, 03 Sep 2021 12:32 WIB",https://news.detik.com/berita-jawa-barat/d-5708151/gage-diterapkan-di-bandung-walkot-oded--menekan-laju-covid-19
Menengok IKEA Sentul yang Tanah dan Bangunannya Dijual Rp 280 M,"detikFinanceJumat, 03 Sep 2021 12:28 WIB",https://finance.detik.com/properti/d-5708144/menengok-ikea-sentul-yang-tanah-dan-bangunannya-dijual-rp-280-m
"Akan Mundur, PM Jepang Dikritik Soal Penanganan Corona","detikNewsJumat, 03 Sep 2021 12:18 WIB",https://news.detik.com/internasional/d-5708138/akan-mundur-pm-jepang-dikritik-soal-penanganan-corona
"'NIK Jokowi' Kadung Tersebar, Djarot PDIP Minta Evaluasi","detikNewsJumat, 03 Sep 2021 12:18 WIB",https://news.detik.com/berita/d-5708136/nik-jokowi-kadung-tersebar-djarot-pdip-minta-evaluasi
"Efek Samping Usai Vaksinasi Wajar, Tapi Gimana Kalau Nggak Mengalami?","detikHealthJumat, 03 Sep 2021 12:17 WIB",https://health.detik.com/berita-detikhealth/d-5708135/efek-samping-usai-vaksinasi-wajar-tapi-gimana-kalau-nggak-mengalami
"Sekolah Buka November 2021, Komisi E DPRD DKI: Semoga Tak Jadi Klaster","detikNewsJumat, 03 Sep 2021 12:13 WIB",https://news.detik.com/berita/d-5708132/sekolah-buka-november-2021-komisi-e-dprd-dki-semoga-tak-jadi-klaster
Teh Bantu Penyembuhan dan Peningkatan Imunitas Penderita COVID-19,"detikNewsJumat, 03 Sep 2021 12:08 WIB",https://news.detik.com/berita-jawa-timur/d-5708125/teh-bantu-penyembuhan-dan-peningkatan-imunitas-penderita-covid-19
Chicken Steak Pak Madi: Empuk Juicy Chicken Steak buatan Mantan Chef Pejabat,"detikFoodJumat, 03 Sep 2021 12:00 WIB",https://food.detik.com/warung-makan/d-5708060/chicken-steak-pak-madi-empuk-juicy-chicken-steak-buatan-mantan-chef-pejabat
"Jadwal Ganjil Genap Bandung Hari Ini, Yuk Disimak!","detikNewsJumat, 03 Sep 2021 11:58 WIB",https://news.detik.com/berita/d-5708122/jadwal-ganjil-genap-bandung-hari-ini-yuk-disimak
"Daftar Lokasi Vaksin COVID-19 Pfizer-Moderna di Tangerang, Yuk Biar Cepat Kelar!","detikHealthJumat, 03 Sep 2021 11:57 WIB",https://health.detik.com/berita-detikhealth/d-5700794/daftar-lokasi-vaksin-covid-19-pfizer-moderna-di-tangerang-yuk-biar-cepat-kelar
Di PeduliLindungi Memang Bisa Cek Sertifikat Orang Lain,"detikInetJumat, 03 Sep 2021 11:54 WIB",https://inet.detik.com/cyberlife/d-5708112/di-pedulilindungi-memang-bisa-cek-sertifikat-orang-lain
"Masjid Agung Sunda Kelapa Jadi Percontohan Sholat Jumat, Jamaah Wajib Vaksin","detikNewsJumat, 03 Sep 2021 11:44 WIB",https://news.detik.com/berita/d-5708100/masjid-agung-sunda-kelapa-jadi-percontohan-sholat-jumat-jamaah-wajib-vaksin
Ini Daerah yang Masuk Zona Merah Terbaru di Indonesia,"detikTravelJumat, 03 Sep 2021 11:40 WIB",https://travel.detik.com/travel-news/d-5707995/ini-daerah-yang-masuk-zona-merah-terbaru-di-indonesia
"Sambut PON, Cakupan Vaksinasi Papua Bulan Ini Diharap Lebih dari 80%","detikNewsJumat, 03 Sep 2021 11:38 WIB",https://news.detik.com/berita/d-5708092/sambut-pon-cakupan-vaksinasi-papua-bulan-ini-diharap-lebih-dari-80
"Tak Punya Kursi-Meja, Siswa SDN di Kabupaten Serang Ini Belajar di Lantai","detikNewsJumat, 03 Sep 2021 11:33 WIB",https://news.detik.com/berita-jawa-barat/d-5708088/tak-punya-kursi-meja-siswa-sdn-di-kabupaten-serang-ini-belajar-di-lantai
"Ramai Isu Perpanjang Masa Jabatan Presiden, HMI Sumut Tolak Amandemen","detikNewsJumat, 03 Sep 2021 11:30 WIB",https://news.detik.com/berita/d-5708083/ramai-isu-perpanjang-masa-jabatan-presiden-hmi-sumut-tolak-amandemen
KSP Tanggapi Skenario Pascapandemi yang Disodorkan Aliansi Ilmuwan,"detikNewsJumat, 03 Sep 2021 11:26 WIB",https://news.detik.com/berita/d-5708076/ksp-tanggapi-skenario-pascapandemi-yang-disodorkan-aliansi-ilmuwan
"Soal Sertifikat Vaksin Jokowi Ramai di Medsos, Ini Tanggapan Kemenkes","detikHealthJumat, 03 Sep 2021 11:26 WIB",https://health.detik.com/berita-detikhealth/d-5708075/soal-sertifikat-vaksin-jokowi-ramai-di-medsos-ini-tanggapan-kemenkes
"Pandemi Sebabkan Pengangguran, Kemnaker Catat 10 Juta Pengusaha Berhenti","detikNewsJumat, 03 Sep 2021 11:16 WIB",https://news.detik.com/berita/d-5708064/pandemi-sebabkan-pengangguran-kemnaker-catat-10-juta-pengusaha-berhenti
"Ortu Meninggal Gegara Corona, 5.642 Anak di Jabar Jadi Yatim Piatu","detikNewsJumat, 03 Sep 2021 11:08 WIB",https://news.detik.com/berita-jawa-barat/d-5708058/ortu-meninggal-gegara-corona-5642-anak-di-jabar-jadi-yatim-piatu
"IKEA Sentul Dijual, Siapa yang Beli?","detikFinanceJumat, 03 Sep 2021 11:05 WIB",https://finance.detik.com/berita-ekonomi-bisnis/d-5708052/ikea-sentul-dijual-siapa-yang-beli
"Baru Setahun Menjabat, PM Jepang Akan Mengundurkan Diri Bulan Ini","detikNewsJumat, 03 Sep 2021 11:04 WIB",https://news.detik.com/internasional/d-5708050/baru-setahun-menjabat-pm-jepang-akan-mengundurkan-diri-bulan-ini
"Varian Mu Sudah Sampai Jepang, Kemenkes: di RI Belum Terdeteksi","detikHealthJumat, 03 Sep 2021 11:04 WIB",https://health.detik.com/berita-detikhealth/d-5708049/varian-mu-sudah-sampai-jepang-kemenkes-di-ri-belum-terdeteksi
Kontras Sumut Tolak Amandemen: Menghina Demokrasi yang Sudah Dibangun!,"detikNewsJumat, 03 Sep 2021 11:03 WIB",https://news.detik.com/berita/d-5708047/kontras-sumut-tolak-amandemen-menghina-demokrasi-yang-sudah-dibangun
Kerangka Kebijakan Pemulihan Pariwisata Nasional,"detikNewsJumat, 03 Sep 2021 11:00 WIB",https://news.detik.com/kolom/d-5707645/kerangka-kebijakan-pemulihan-pariwisata-nasional
UMKM Asal Depok Tembus Panggung Fesyen di New York Bareng Shopee,"WolipopJumat, 03 Sep 2021 10:58 WIB",https://wolipop.detik.com/fashion-news/d-5708043/umkm-asal-depok-tembus-panggung-fesyen-di-new-york-bareng-shopee
"Sertifikat Vaksinasi Jokowi Bocor, Menkominfo Minta Ditanyakan ke Kemenkes","detikNewsJumat, 03 Sep 2021 10:56 WIB",https://news.detik.com/berita/d-5708027/sertifikat-vaksinasi-jokowi-bocor-menkominfo-minta-ditanyakan-ke-kemenkes
"Persiapan PTM, 1.100 Santri-Pelajar Ikut Vaksinasi di Polda Sulsel","detikNewsJumat, 03 Sep 2021 10:56 WIB",https://news.detik.com/berita/d-5708026/persiapan-ptm-1100-santri-pelajar-ikut-vaksinasi-di-polda-sulsel
Kondisi 5 Member ENHYPEN yang Dinyatakan Positif Covid-19,"detikHotJumat, 03 Sep 2021 10:55 WIB",https://hot.detik.com/detiktv/d-5708069/kondisi-5-member-enhypen-yang-dinyatakan-positif-covid-19
Ramai 'Sertifikat Vaksin' Presiden Jokowi Beredar di Medsos,"detikInetJumat, 03 Sep 2021 10:51 WIB",https://inet.detik.com/cyberlife/d-5708020/ramai-sertifikat-vaksin-presiden-jokowi-beredar-di-medsos
KASAL Pimpin Vaksinasi Santri di Ponpes Ma'ruful Hidayah Garut,"detikNewsJumat, 03 Sep 2021 10:46 WIB",https://news.detik.com/berita-jawa-barat/d-5708017/kasal-pimpin-vaksinasi-santri-di-ponpes-maruful-hidayah-garut
"Ganjil Genap di Puncak Aktif Setelah Jumatan, Motor-Mobil Kena","detikTravelJumat, 03 Sep 2021 10:40 WIB",https://travel.detik.com/travel-news/d-5707976/ganjil-genap-di-puncak-aktif-setelah-jumatan-motor-mobil-kena
Desa di Ponorogo Ini Jadi Pusat Optimalisasi Budidaya Porang,"detikNewsJumat, 03 Sep 2021 10:38 WIB",https://news.detik.com/berita-jawa-timur/d-5708019/desa-di-ponorogo-ini-jadi-pusat-optimalisasi-budidaya-porang
Divaksinasi Sinovac Tak Bisa Ke Luar Negeri? Ini Pengalaman Tasya Kamila,"detikHealthJumat, 03 Sep 2021 10:37 WIB",https://health.detik.com/berita-detikhealth/d-5708011/divaksinasi-sinovac-tak-bisa-ke-luar-negeri-ini-pengalaman-tasya-kamila
Rela Tekor! Rumah Mewah di Menteng-Pondok Indah Diobral Gede-gedean,"detikFinanceJumat, 03 Sep 2021 10:34 WIB",https://finance.detik.com/properti/d-5707999/rela-tekor-rumah-mewah-di-menteng-pondok-indah-diobral-gede-gedean
"Aturan Ganjil Genap di Bandung, Ini 4 Hal yang Wajib Diketahui","detikNewsJumat, 03 Sep 2021 10:31 WIB",https://news.detik.com/berita/d-5707996/aturan-ganjil-genap-di-bandung-ini-4-hal-yang-wajib-diketahui
"Amazon dan Walmart Buka Lowongan, Gajinya Rp 48 Juta per Bulan","detikFinanceJumat, 03 Sep 2021 10:17 WIB",https://finance.detik.com/berita-ekonomi-bisnis/d-5707977/amazon-dan-walmart-buka-lowongan-gajinya-rp-48-juta-per-bulan
Satgas Sebut 5 Vaksin di Indonesia Efektif Lawan Varian Delta Cs,"detikHealthJumat, 03 Sep 2021 10:09 WIB",https://health.detik.com/detiktv/d-5707958/satgas-sebut-5-vaksin-di-indonesia-efektif-lawan-varian-delta-cs
Jalan-jalan Pakai Kartu Vaksin Palsu Eh Ketahuan Gegara Typo Vaksin 'Maderna',"detikHealthJumat, 03 Sep 2021 10:00 WIB",https://health.detik.com/berita-detikhealth/d-5707951/jalan-jalan-pakai-kartu-vaksin-palsu-eh-ketahuan-gegara-typo-vaksin-maderna
"Kasus Aktif COVID-19 di Jatim Terus Turun hingga 9.797, Ini Sebarannya","detikNewsJumat, 03 Sep 2021 09:55 WIB",https://news.detik.com/berita-jawa-timur/d-5707948/kasus-aktif-covid-19-di-jatim-terus-turun-hingga-9797-ini-sebarannya
Pakar Paparkan Rahasia Jawa Timur Bisa Keluar dari Zona Merah,"detikNewsJumat, 03 Sep 2021 09:53 WIB",https://news.detik.com/berita/d-5707947/pakar-paparkan-rahasia-jawa-timur-bisa-keluar-dari-zona-merah
Sultan Selangor Kecewa Banyak Guru Menolak Divaksin COVID-19,"detikNewsJumat, 03 Sep 2021 09:51 WIB",https://news.detik.com/internasional/d-5707945/sultan-selangor-kecewa-banyak-guru-menolak-divaksin-covid-19
Menuju Pariwisata Berdaya Dukung Lingkungan,"detikNewsJumat, 03 Sep 2021 09:50 WIB",https://news.detik.com/kolom/d-5707610/menuju-pariwisata-berdaya-dukung-lingkungan
Syarat Penerbangan Terbaru-Wisata Religi Terbesar Dunia di Kalsel,"detikTravelJumat, 03 Sep 2021 09:43 WIB",https://travel.detik.com/travel-news/d-5707929/syarat-penerbangan-terbaru-wisata-religi-terbesar-dunia-di-kalsel
"Pembangunan Infrastruktur Masih Ngebut, Saham Apa Layak Koleksi?","detikFinanceJumat, 03 Sep 2021 09:41 WIB",https://finance.detik.com/market-research/d-5708094/pembangunan-infrastruktur-masih-ngebut-saham-apa-layak-koleksi
Kebiasaan Makan yang Lemahkan Imunitas Tubuh hingga Heboh Souvenir Pernikahan Leslar,"detikFoodJumat, 03 Sep 2021 09:30 WIB",https://food.detik.com/berita-boga/d-5707914/kebiasaan-makan-yang-lemahkan-imunitas-tubuh-hingga-heboh-souvenir-pernikahan-leslar
"Corona Malaysia Masih Tinggi, Yakin Bisa Masuk Fase Endemi Oktober?","detikHealthJumat, 03 Sep 2021 09:01 WIB",https://health.detik.com/berita-detikhealth/d-5707886/corona-malaysia-masih-tinggi-yakin-bisa-masuk-fase-endemi-oktober
Polres Enrekang Selidiki Viral Dokter Sebut Pasien COVID-19 Tak Pernah Ada,"detikNewsJumat, 03 Sep 2021 09:00 WIB",https://news.detik.com/berita/d-5707885/polres-enrekang-selidiki-viral-dokter-sebut-pasien-covid-19-tak-pernah-ada
Isolasi Terpusat Dinilai Cegah Naiknya Angka Klaster Keluarga,"detikHealthJumat, 03 Sep 2021 08:46 WIB",https://health.detik.com/berita-detikhealth/d-5707516/isolasi-terpusat-dinilai-cegah-naiknya-angka-klaster-keluarga
"Mati Suri 100 Hari, T1 dan T3 Bandara Changi Kembali Beroperasi","detikTravelJumat, 03 Sep 2021 08:42 WIB",https://travel.detik.com/travel-news/d-5707755/mati-suri-100-hari-t1-dan-t3-bandara-changi-kembali-beroperasi
Taliban: China Janji Tetap Buka Kedutaan dan Tingkatkan Bantuan,"detikNewsJumat, 03 Sep 2021 08:40 WIB",https://news.detik.com/internasional/d-5707873/taliban-china-janji-tetap-buka-kedutaan-dan-tingkatkan-bantuan
"Campur Vaksin Sinovac dengan AstraZeneca, Thailand Umumkan Hasil Baik","detikHealthJumat, 03 Sep 2021 08:35 WIB",https://health.detik.com/berita-detikhealth/d-5707860/campur-vaksin-sinovac-dengan-astrazeneca-thailand-umumkan-hasil-baik
"Suasana Belajar Tatap Muka di SDN 7 Kenari Jakpus, 1 Kelas Diisi 15 Siswa","detikNewsJumat, 03 Sep 2021 08:32 WIB",https://news.detik.com/berita/d-5707857/suasana-belajar-tatap-muka-di-sdn-7-kenari-jakpus-1-kelas-diisi-15-siswa
"Lokasi Vaksin COVID-19 Bandung dan Sekitarnya, Syarat dan Cara Daftarnya","detikHealthJumat, 03 Sep 2021 08:26 WIB",https://health.detik.com/berita-detikhealth/d-5687160/lokasi-vaksin-covid-19-bandung-dan-sekitarnya-syarat-dan-cara-daftarnya
"IHSG Diproyeksi Tutup Akhir Pekan Negatif, Ini Saham Pilihannya","detikFinanceJumat, 03 Sep 2021 08:21 WIB",https://finance.detik.com/market-research/d-5707831/ihsg-diproyeksi-tutup-akhir-pekan-negatif-ini-saham-pilihannya
"Surabaya Zona Kuning, Kuliah Tatap Muka ITS Dimulai Akhir September","detikNewsJumat, 03 Sep 2021 08:19 WIB",https://news.detik.com/berita-jawa-timur/d-5707979/surabaya-zona-kuning-kuliah-tatap-muka-its-dimulai-akhir-september
"Gegara Typo Penulisan Moderna, Turis Ini Terancam Bui","detikTravelJumat, 03 Sep 2021 08:15 WIB",https://travel.detik.com/travel-news/d-5707754/gegara-typo-penulisan-moderna-turis-ini-terancam-bui
"Vaksin Pfizer di Bekasi: Lokasi, Syarat, Cara Daftar! Bisa buat Bumil dan 12+","detikHealthJumat, 03 Sep 2021 08:00 WIB",https://health.detik.com/berita-detikhealth/d-5698239/vaksin-pfizer-di-bekasi-lokasi-syarat-cara-daftar-bisa-buat-bumil-dan-12
Dugaan Pelecehan Seksual-Perundungan di KPI Bikin Polisi Turun Tangan,"detikNewsJumat, 03 Sep 2021 08:00 WIB",https://news.detik.com/berita/d-5707825/dugaan-pelecehan-seksual-perundungan-di-kpi-bikin-polisi-turun-tangan
"Wanita Jabar Tak Bisa Tidur Sejak 2014, Seberapa Banyak yang Mengalami?","detikHealthJumat, 03 Sep 2021 07:56 WIB",https://health.detik.com/berita-detikhealth/d-5707823/wanita-jabar-tak-bisa-tidur-sejak-2014-seberapa-banyak-yang-mengalami
"7 Lowongan Kerja Kapal Api untuk Lulusan D3 hingga S1, Ini Syaratnya","detikEduJumat, 03 Sep 2021 07:51 WIB",https://www.detik.com/edu/edutainment/d-5707701/7-lowongan-kerja-kapal-api-untuk-lulusan-d3-hingga-s1-ini-syaratnya
"Satgas: Pasien COVID Cepat ke Isoter, Makin Cepat Tertangani","detikHealthJumat, 03 Sep 2021 07:44 WIB",https://health.detik.com/berita-detikhealth/d-5707513/satgas-pasien-covid-cepat-ke-isoter-makin-cepat-tertangani
"Ramai Isu Perpanjangan Jabatan Jokowi, PKB: Jangan Buka Kotak Pandora","detikNewsJumat, 03 Sep 2021 07:41 WIB",https://news.detik.com/berita/d-5707816/ramai-isu-perpanjangan-jabatan-jokowi-pkb-jangan-buka-kotak-pandora
Sindiran Tajam untuk Pendorong Jokowi sampai 2027,"detikNewsJumat, 03 Sep 2021 07:32 WIB",https://news.detik.com/berita/d-5707813/sindiran-tajam-untuk-pendorong-jokowi-sampai-2027
Menanti Kelanjutan Skandal Bansos Corona dari Eks Anak Buah Juliari,"detikNewsJumat, 03 Sep 2021 07:32 WIB",https://news.detik.com/berita/d-5707812/menanti-kelanjutan-skandal-bansos-corona-dari-eks-anak-buah-juliari
KPI Bantah Pindahkan Pegawai Korban Pelecehan-Perundungan ke Divisi Lain,"detikNewsJumat, 03 Sep 2021 07:27 WIB",https://news.detik.com/berita/d-5707811/kpi-bantah-pindahkan-pegawai-korban-pelecehan-perundungan-ke-divisi-lain
NasDem: Dorongan Perpanjang Kekuasaan Rugikan Jokowi,"detikNewsJumat, 03 Sep 2021 07:18 WIB",https://news.detik.com/berita/d-5707809/nasdem-dorongan-perpanjang-kekuasaan-rugikan-jokowi
Sudah Vaksin 2 Dosis Kan? Naik Pesawat di Jawa-Bali Tak Perlu Lagi PCR,"detikFinanceJumat, 03 Sep 2021 06:45 WIB",https://finance.detik.com/berita-ekonomi-bisnis/d-5707730/sudah-vaksin-2-dosis-kan-naik-pesawat-di-jawa-bali-tak-perlu-lagi-pcr
"Kapasitas Bed Turun Jadi 12,95%, RSDC Wisma Atlet: Kita Tetap Waspada","detikNewsJumat, 03 Sep 2021 06:43 WIB",https://news.detik.com/berita/d-5707512/kapasitas-bed-turun-jadi-1295-rsdc-wisma-atlet-kita-tetap-waspada
"Gawat! Pria Kabur dari Karantina, Ternyata Positif COVID","detikTravelJumat, 03 Sep 2021 06:41 WIB",https://travel.detik.com/travel-news/d-5707753/gawat-pria-kabur-dari-karantina-ternyata-positif-covid
Berkembang Lagi Isu Perpanjangan Jabatan Jokowi Meski Banyak Ditentang,"detikNewsJumat, 03 Sep 2021 06:34 WIB",https://news.detik.com/berita/d-5707799/berkembang-lagi-isu-perpanjangan-jabatan-jokowi-meski-banyak-ditentang
SKD CPNS 2021 Dimulai: Pemeriksaan Berlapis-Belum Vaksin Diputar Balik,"detikFinanceJumat, 03 Sep 2021 06:30 WIB",https://finance.detik.com/cpns/d-5707706/skd-cpns-2021-dimulai-pemeriksaan-berlapis-belum-vaksin-diputar-balik
Curhat Valentino Rossi: Performaku Jelek Gegara Virus Corona,"detikOtoJumat, 03 Sep 2021 06:12 WIB",https://oto.detik.com/otosport/d-5707761/curhat-valentino-rossi-performaku-jelek-gegara-virus-corona
"Pandemi Belum Usai, Siap-siap Hidup Berdampingan dengan COVID!","detikTravelJumat, 03 Sep 2021 06:12 WIB",https://travel.detik.com/travel-news/d-5707752/pandemi-belum-usai-siap-siap-hidup-berdampingan-dengan-covid
"Kalau Rutin Sarapan Telur, Bisa Rasakan 7 Manfaat Sehat Ini","detikFoodJumat, 03 Sep 2021 06:00 WIB",https://food.detik.com/info-sehat/d-5707631/kalau-rutin-sarapan-telur-bisa-rasakan-7-manfaat-sehat-ini
"Terkonfirmasi Masuk Jepang, Varian Mu COVID-19 Sudah Jangkiti 40 Negara","detikHealthJumat, 03 Sep 2021 05:54 WIB",https://health.detik.com/berita-detikhealth/d-5707788/terkonfirmasi-masuk-jepang-varian-mu-covid-19-sudah-jangkiti-40-negara
"Tempe Mentah Dicocol Madu Kian Bernutrisi, Ini Kata dr Zaidul Akbar","detikFoodJumat, 03 Sep 2021 05:00 WIB",https://food.detik.com/info-sehat/d-5707624/tempe-mentah-dicocol-madu-kian-bernutrisi-ini-kata-dr-zaidul-akbar
"Di Italia, Pengungsi Afghanistan Langsung Dapat Vaksin-Tempat Tinggal","detikNewsJumat, 03 Sep 2021 04:48 WIB",https://news.detik.com/detiktv/d-5707778/di-italia-pengungsi-afghanistan-langsung-dapat-vaksin-tempat-tinggal
Miliaran Dana Multivitamin Batal Usai Diklaim Bukan untuk Anggota Dewan,"detikNewsJumat, 03 Sep 2021 04:43 WIB",https://news.detik.com/berita/d-5707776/miliaran-dana-multivitamin-batal-usai-diklaim-bukan-untuk-anggota-dewan
